gene	AD	CTL	delta	z_change	perc_AD	perc_CTL	delta_perc	HigherNetwork	gene_clean	delta_abs_percentil	logFC	is_dge	n_dge	hgnc_symbol	label
ENSG00000271533	70	231	-161	-2.0896035971854054	0.6471288307051473	0.8196965188931865	-0.17256768818803925	Control	ENSG00000271533	0.7232966379053853	0.19659854896450568	FALSE	5	NA	ENSG00000271533
ENSG00000144026	12	10	2	-0.01143321268844147	0.3882772984230884	0.216155905980363	0.1721213924427254	AD	ENSG00000144026	0.7229991074085094	0.11610909704785576	FALSE	5	ZNF514	ZNF514
ENSG00000115233	15	12	3	0.00131629887288958	0.41594763463254986	0.2439750074382624	0.17197262719428744	AD	ENSG00000115233	0.7227015769116334	-0.12967230027502552	FALSE	5	PSMD14	PSMD14
ENSG00000172171	1	11	-10	-0.16442735142441428	0.0589110383814341	0.23073490032728355	-0.17182386194584945	Control	ENSG00000172171	0.7212139244272537	0.06205690244919193	FALSE	5	TEFM	TEFM
ENSG00000120690	1	11	-10	-0.16442735142441428	0.0589110383814341	0.23073490032728355	-0.17182386194584945	Control	ENSG00000120690	0.7212139244272537	0.11189758838535724	FALSE	5	ELF1	ELF1
ENSG00000145494	1	11	-10	-0.16442735142441428	0.0589110383814341	0.23073490032728355	-0.17182386194584945	Control	ENSG00000145494	0.7212139244272537	-0.1407010042312855	FALSE	5	NDUFS6	NDUFS6
ENSG00000122140	1	11	-10	-0.16442735142441428	0.0589110383814341	0.23073490032728355	-0.17182386194584945	Control	ENSG00000122140	0.7212139244272537	-0.0559729581319548	FALSE	5	MRPS2	MRPS2
ENSG00000069399	1	11	-10	-0.16442735142441428	0.0589110383814341	0.23073490032728355	-0.17182386194584945	Control	ENSG00000069399	0.7212139244272537	-0.00717147156636244	FALSE	5	BCL3	BCL3
ENSG00000121417	1	11	-10	-0.16442735142441428	0.0589110383814341	0.23073490032728355	-0.17182386194584945	Control	ENSG00000121417	0.7212139244272537	0.0971684533402044	FALSE	5	ZNF211	ZNF211
ENSG00000186350	1	11	-10	-0.16442735142441428	0.0589110383814341	0.23073490032728355	-0.17182386194584945	Control	ENSG00000186350	0.7212139244272537	0.15465726761937582	FALSE	5	RXRA	RXRA
ENSG00000100167	1	11	-10	-0.16442735142441428	0.0589110383814341	0.23073490032728355	-0.17182386194584945	Control	ENSG00000100167	0.7212139244272537	-0.1065807051005354	FALSE	5	SEPTIN3	SEPTIN3
ENSG00000176463	1	11	-10	-0.16442735142441428	0.0589110383814341	0.23073490032728355	-0.17182386194584945	Control	ENSG00000176463	0.7212139244272537	0.07733796690529182	FALSE	5	SLCO3A1	SLCO3A1
ENSG00000262155	23	91	-68	-0.9038990219816162	0.48021422195775065	0.6517405534067242	-0.17152633144897356	Control	ENSG00000262155	0.7197262719428742	0.10897132157867784	FALSE	5	LINC02175	LINC02175
ENSG00000196204	19	78	-59	-0.7891534179296366	0.45135376376078545	0.622880095209759	-0.1715263314489735	Control	ENSG00000196204	0.7194287414459982	0.05513137453388417	FALSE	5	RNF216P1	RNF216P1
ENSG00000087448	67	221	-154	-2.0003570162560877	0.639839333531687	0.8107706039869087	-0.17093127045522172	Control	ENSG00000087448	0.7191312109491222	-0.09557660125778432	FALSE	5	KLHL42	KLHL42
ENSG00000163399	427	143	284	3.583929047606919	0.9052365367450164	0.7344540315382326	0.17078250520678373	AD	ENSG00000163399	0.7188336804522464	-0.122753347098433	FALSE	5	ATP1A1	ATP1A1
ENSG00000102978	122	56	66	0.8045355272367468	0.7229991074085094	0.5523653674501636	0.17063373995834574	AD	ENSG00000102978	0.7185361499553704	-0.10448629935179454	FALSE	5	POLR2C	POLR2C
ENSG00000196263	21	84	-63	-0.8401514641749609	0.4669741148467718	0.6376078548051175	-0.1706337399583457	Control	ENSG00000196263	0.7182386194584945	0.05539759358582152	FALSE	5	ZNF471	ZNF471
ENSG00000145246	6	37	-31	-0.43216709421236665	0.28711692948527223	0.45745313894674206	-0.17033620946146982	Control	ENSG00000145246	0.7179410889616186	0.15454042302767235	FALSE	5	ATP10D	ATP10D
ENSG00000033327	4	29	-25	-0.3556700248443803	0.23147872656947335	0.4018149360309431	-0.17033620946146977	Control	ENSG00000033327	0.7176435584647426	0.02769123304925713	FALSE	5	GAB2	GAB2
ENSG00000134516	10	51	-41	-0.5596622098256773	0.3635822671823862	0.5336209461469801	-0.1700386789645939	Control	ENSG00000134516	0.7168997322225528	0.04303430498153027	FALSE	5	DOCK2	DOCK2
ENSG00000136878	50	33	17	0.17980946073152454	0.5978875334721809	0.42784885450758703	0.1700386789645939	AD	ENSG00000136878	0.7168997322225528	-0.08659169959134871	FALSE	5	USP20	USP20
ENSG00000166579	33	24	9	0.077813368240876	0.5322820589110384	0.3622433799464445	0.1700386789645939	AD	ENSG00000166579	0.7168997322225528	-0.1054099207906738	FALSE	5	NDEL1	NDEL1
ENSG00000286846	10	51	-41	-0.5596622098256773	0.3635822671823862	0.5336209461469801	-0.1700386789645939	Control	ENSG00000286846	0.7168997322225528	0.17939202568544488	FALSE	5	NA	ENSG00000286846
ENSG00000009844	24	19	5	0.02681532199555172	0.4870574233858971	0.31716750966974117	0.16988991371615592	AD	ENSG00000009844	0.7161559059803629	-0.12081930022489296	FALSE	5	VTA1	VTA1
ENSG00000196954	2	19	-17	-0.25367393235373176	0.1474263612020232	0.31716750966974117	-0.16974114846771796	Control	ENSG00000196954	0.7154120797381731	1.292765887370706e-4	FALSE	5	CASP4	CASP4
ENSG00000111670	2	19	-17	-0.25367393235373176	0.1474263612020232	0.31716750966974117	-0.16974114846771796	Control	ENSG00000111670	0.7154120797381731	-0.10464484686425202	FALSE	5	GNPTAB	GNPTAB
ENSG00000176261	2	19	-17	-0.25367393235373176	0.1474263612020232	0.31716750966974117	-0.16974114846771796	Control	ENSG00000176261	0.7154120797381731	0.03858077163509499	FALSE	5	ZBTB8OS	ZBTB8OS
ENSG00000236860	2	19	-17	-0.25367393235373176	0.1474263612020232	0.31716750966974117	-0.16974114846771796	Control	ENSG00000236860	0.7154120797381731	0.5868871170071595	TRUE	6	RPL39P29	RPL39P29
ENSG00000133640	9	48	-39	-0.5341631867030152	0.34811068134483786	0.5177030645641179	-0.16959238321928	Control	ENSG00000133640	0.7146682534959833	-0.05029613075411987	FALSE	6	LRRIQ1	LRRIQ1
ENSG00000186310	187	72	115	1.429261593741969	0.7747694138649212	0.6051770306456412	0.16959238321927994	AD	ENSG00000186310	0.7143707229991074	-0.07824039332011345	FALSE	6	NAP1L3	NAP1L3
ENSG00000144959	287	102	185	2.321727403035144	0.8409699494198155	0.6716750966974114	0.16929485272240408	AD	ENSG00000144959	0.7140731925022314	-0.21861827257837696	FALSE	6	NCEH1	NCEH1
