gene	AD	CTL	delta	z_change	perc_AD	perc_CTL	delta_perc	HigherNetwork	gene_clean	delta_abs_percentil	logFC	is_dge	n_dge	hgnc_symbol	label
ENSG00000239839	3	5	-2	-0.057555467180989237	0.2442436246595692	0.22295122555087893	0.02129239910869027	Control	ENSG00000239839	0.13159197821242882	-0.07774840742845779	FALSE	21	DEFA3	DEFA3
ENSG00000128585	3	5	-2	-0.057555467180989237	0.2442436246595692	0.22295122555087893	0.02129239910869027	Control	ENSG00000128585	0.13159197821242882	0.12445305622722992	FALSE	21	MKLN1	MKLN1
ENSG00000144589	3	5	-2	-0.057555467180989237	0.2442436246595692	0.22295122555087893	0.02129239910869027	Control	ENSG00000144589	0.13159197821242882	0.05478206086376147	FALSE	21	STK11IP	STK11IP
ENSG00000106852	3	5	-2	-0.057555467180989237	0.2442436246595692	0.22295122555087893	0.02129239910869027	Control	ENSG00000106852	0.13159197821242882	-0.17397520146294543	FALSE	21	LHX6	LHX6
ENSG00000159433	3	5	-2	-0.057555467180989237	0.2442436246595692	0.22295122555087893	0.02129239910869027	Control	ENSG00000159433	0.13159197821242882	0.14095091625235412	FALSE	21	STARD9	STARD9
ENSG00000125962	3	5	-2	-0.057555467180989237	0.2442436246595692	0.22295122555087893	0.02129239910869027	Control	ENSG00000125962	0.13159197821242882	-0.20274126275525983	FALSE	21	ARMCX5	ARMCX5
ENSG00000130024	3	5	-2	-0.057555467180989237	0.2442436246595692	0.22295122555087893	0.02129239910869027	Control	ENSG00000130024	0.13159197821242882	0.13646218458010395	FALSE	21	PHF10	PHF10
ENSG00000141522	3	5	-2	-0.057555467180989237	0.2442436246595692	0.22295122555087893	0.02129239910869027	Control	ENSG00000141522	0.13159197821242882	-0.18352533751752276	FALSE	21	ARHGDIA	ARHGDIA
ENSG00000165792	3	5	-2	-0.057555467180989237	0.2442436246595692	0.22295122555087893	0.02129239910869027	Control	ENSG00000165792	0.13159197821242882	0.09098282510803912	FALSE	21	METTL17	METTL17
ENSG00000198832	3	5	-2	-0.057555467180989237	0.2442436246595692	0.22295122555087893	0.02129239910869027	Control	ENSG00000198832	0.13159197821242882	-0.1543761120987206	FALSE	21	SELENOM	SELENOM
ENSG00000141934	3	5	-2	-0.057555467180989237	0.2442436246595692	0.22295122555087893	0.02129239910869027	Control	ENSG00000141934	0.13159197821242882	0.2162511824834397	FALSE	21	PLPP2	PLPP2
ENSG00000119688	3	5	-2	-0.057555467180989237	0.2442436246595692	0.22295122555087893	0.02129239910869027	Control	ENSG00000119688	0.13159197821242882	0.11027081154652764	FALSE	21	ABCD4	ABCD4
ENSG00000101974	3	5	-2	-0.057555467180989237	0.2442436246595692	0.22295122555087893	0.02129239910869027	Control	ENSG00000101974	0.13159197821242882	0.2634134583309091	FALSE	21	ATP11C	ATP11C
ENSG00000082397	547	574	-27	-0.39591499784007106	0.9572914087645455	0.9782124288190146	-0.02092102005446894	Control	ENSG00000082397	0.12948749690517455	-0.2436445745165372	FALSE	21	EPB41L3	EPB41L3
ENSG00000197324	87	111	-24	-0.35531185416098127	0.7275315672196088	0.748328794256004	-0.02079722703639519	Control	ENSG00000197324	0.12923991086902697	0.12688274889478812	FALSE	21	LRP10	LRP10
ENSG00000186462	755	561	194	2.595183253186212	0.9967813815300816	0.9761079475117604	0.02067343401832133	AD	ENSG00000186462	0.12874473879673187	-0.3658170535421821	FALSE	21	NAP1L2	NAP1L2
ENSG00000077585	12	23	-11	-0.1793648982182587	0.46595692002971034	0.4866303540480317	-0.02067343401832133	Control	ENSG00000077585	0.12874473879673187	-0.04392795782519521	FALSE	21	GPR137B	GPR137B
ENSG00000142961	38	56	-18	-0.2741055668028016	0.6278781876702154	0.6485516216885368	-0.02067343401832133	Control	ENSG00000142961	0.12874473879673187	0.2195055793871372	FALSE	21	MOB3C	MOB3C
ENSG00000114279	711	534	177	2.3650987723380363	0.9903441445902452	0.9697945035899976	0.02054964100024758	AD	ENSG00000114279	0.1271354295617727	-0.2904967210487772	FALSE	21	FGF12	FGF12
ENSG00000135119	312	330	-18	-0.2741055668028016	0.8838821490467937	0.9044317900470412	-0.02054964100024758	Control	ENSG00000135119	0.1271354295617727	-0.24447166370339524	FALSE	21	RNFT2	RNFT2
ENSG00000165832	388	404	-16	-0.24703680435007505	0.910745233968804	0.9312948749690516	-0.02054964100024758	Control	ENSG00000165832	0.1271354295617727	-0.19780437536818415	FALSE	21	TRUB1	TRUB1
ENSG00000130881	30	46	-16	-0.24703680435007505	0.5963109680614014	0.616860609061649	-0.02054964100024758	Control	ENSG00000130881	0.1271354295617727	0.0098323747776412	FALSE	21	LRP3	LRP3
ENSG00000254122	6	10	-4	-0.08462422963371578	0.35528596187175043	0.33473632087150285	0.02054964100024758	Control	ENSG00000254122	0.1271354295617727	-0.2377835108371249	FALSE	21	PCDHGB7	PCDHGB7
ENSG00000101557	238	262	-24	-0.35531185416098127	0.8473632087150285	0.867912849715276	-0.02054964100024758	Control	ENSG00000101557	0.1271354295617727	-0.11309315874109592	FALSE	21	USP14	USP14
