gene	AD	CTL	delta	z_change	perc_AD	perc_CTL	delta_perc	HigherNetwork	gene_clean	delta_abs_percentil	logFC	is_dge	n_dge	hgnc_symbol	label
ENSG00000116747	4	35	-31	-0.29681755558889045	0.2822257806244996	0.3989191353082466	-0.11669335468374696	Control	ENSG00000116747	0.4599679743795036	0.3480844572393291	FALSE	32	RO60	RO60
ENSG00000126583	202	105	97	0.6266045711159257	0.7103682946357086	0.59387510008006406	0.11649319455564457	AD	ENSG00000126583	0.45956765412329864	-0.3752815755093674	FALSE	32	PRKCG	PRKCG
ENSG00000108055	7	58	-51	-0.44110226288651794	0.3592874299439552	0.4757806244995997	-0.1164931945556445	Control	ENSG00000108055	0.4589671737389912	0.13998948190925375	FALSE	32	SMC3	SMC3
ENSG00000057704	17	101	-84	-0.6791720299276034	0.46897518014411527	0.5854683746997598	-0.1164931945556445	Control	ENSG00000057704	0.4589671737389912	0.14510770218063485	FALSE	32	TMCC3	TMCC3
ENSG00000163798	155	275	-120	-0.9388845030633328	0.6787429943955164	0.7950360288230585	-0.11629303442754202	Control	ENSG00000163798	0.45796637309847876	-0.1429461473270326	FALSE	32	SLC4A1AP	SLC4A1AP
ENSG00000008277	325	444	-119	-0.9316702676984516	0.7842273819055244	0.9005204163330665	-0.11629303442754202	Control	ENSG00000008277	0.45796637309847876	-0.0520178178901336	FALSE	32	ADAM22	ADAM22
ENSG00000180720	472	213	259	1.7953107002267088	0.8642914331465172	0.7479983987189752	0.11629303442754202	AD	ENSG00000180720	0.45796637309847876	-0.01121020399533456	FALSE	32	CHRM4	CHRM4
ENSG00000105223	212	334	-122	-0.9533129737930957	0.717173738991193	0.8332666132906325	-0.11609287429943949	Control	ENSG00000105223	0.45716573258606885	-0.19164635365466687	FALSE	32	PLD3	PLD3
ENSG00000143013	266	127	139	0.9296024564409436	0.749599679743795	0.6345076060848679	0.11509207365892717	AD	ENSG00000143013	0.45616493194555646	-0.2049006428337048	FALSE	32	LMO4	LMO4
ENSG00000179091	2	17	-15	-0.1813897897507884	0.1801441152922338	0.29523618895116094	-0.11509207365892717	Control	ENSG00000179091	0.45616493194555646	0.02325398398819089	FALSE	32	CYC1	CYC1
ENSG00000116005	2	17	-15	-0.1813897897507884	0.1801441152922338	0.29523618895116094	-0.11509207365892717	Control	ENSG00000116005	0.45616493194555646	0.1739651165497289	FALSE	32	PCYOX1	PCYOX1
ENSG00000110700	2	17	-15	-0.1813897897507884	0.1801441152922338	0.29523618895116094	-0.11509207365892717	Control	ENSG00000110700	0.45616493194555646	-0.09334472732210664	FALSE	32	RPS13	RPS13
ENSG00000086300	525	254	271	1.8818815246052851	0.8951160928742994	0.7800240192153723	0.11509207365892704	AD	ENSG00000086300	0.455164131305044	-0.3868419771270428	FALSE	32	SNX10	SNX10
ENSG00000198695	7	11	-4	-0.10203320073709328	0.3592874299439552	0.2443955164131305	0.11489191353082467	Control	ENSG00000198695	0.45476381104883906	-0.19431337887204947	FALSE	32	MT-ND6	MT-ND6
ENSG00000155858	466	642	-176	-1.34288168349669	0.8606885508406725	0.9755804643714971	-0.11489191353082462	Control	ENSG00000155858	0.4543634907926341	-0.10247252070848668	FALSE	32	LSM11	LSM11
ENSG00000152495	545	267	278	1.9323811721594548	0.9049239391513212	0.7902321857485989	0.1146917534027222	AD	ENSG00000152495	0.45396317053642915	-0.2778447566854396	FALSE	32	CAMK4	CAMK4
ENSG00000132975	524	254	270	1.874667289240404	0.894515612489992	0.7800240192153723	0.11449159327461966	AD	ENSG00000132975	0.45316253002401924	-0.23874377923917933	FALSE	32	GPR12	GPR12
ENSG00000135454	136	252	-116	-0.9100275616038076	0.6631305044035228	0.7776220976781425	-0.11449159327461966	Control	ENSG00000135454	0.45316253002401924	0.01199819014215108	FALSE	32	B4GALNT1	B4GALNT1
ENSG00000181789	44	151	-107	-0.8450994433198751	0.5606485188150521	0.6751401120896717	-0.11449159327461966	Control	ENSG00000181789	0.45316253002401924	-0.07714185527951223	FALSE	32	COPG1	COPG1
ENSG00000198840	8	13	-5	-0.10924743610197464	0.3781024819855885	0.26381104883907125	0.11429143314651724	Control	ENSG00000198840	0.45236188951160927	-0.32258354267703027	FALSE	32	MT-ND3	MT-ND3
ENSG00000163590	232	349	-117	-0.9172417969686888	0.7285828662930345	0.8428742994395516	-0.11429143314651712	Control	ENSG00000163590	0.4519615692554043	0.0728779890284148	FALSE	32	PPM1L	PPM1L
ENSG00000117016	502	238	264	1.8313818770511157	0.8839071257005604	0.7698158526821457	0.11409127301841472	AD	ENSG00000117016	0.45156124899919936	0.10025748178970773	FALSE	32	RIMS3	RIMS3
ENSG00000210082	11	19	-8	-0.13089014219661876	0.4213370696557246	0.3074459567654123	0.11389111289031228	Control	ENSG00000210082	0.45076060848678945	-0.25622870213379656	FALSE	32	MT-RNR2	MT-RNR2
ENSG00000134516	11	19	-8	-0.13089014219661876	0.4213370696557246	0.3074459567654123	0.11389111289031228	Control	ENSG00000134516	0.45076060848678945	0.4556268255163145	FALSE	32	DOCK2	DOCK2
ENSG00000165025	11	19	-8	-0.13089014219661876	0.4213370696557246	0.3074459567654123	0.11389111289031228	Control	ENSG00000165025	0.45076060848678945	0.3343850109216895	FALSE	32	SYK	SYK
ENSG00000144355	10	17	-7	-0.1236759068317374	0.4091273018414732	0.29523618895116094	0.11389111289031224	Control	ENSG00000144355	0.4499599679743795	-0.47293670826519296	FALSE	32	DLX1	DLX1
ENSG00000112137	556	276	280	1.9468096428892177	0.9097277822257808	0.7960368294635709	0.11369095276220977	AD	ENSG00000112137	0.4495596477181745	0.02764898628116618	FALSE	32	PHACTR1	PHACTR1
ENSG00000184408	37	141	-104	-0.8234567372252309	0.5458366693354684	0.6591273018414732	-0.1132906325060048	Control	ENSG00000184408	0.44915932746196957	-0.1378161161475191	FALSE	32	KCND2	KCND2
ENSG00000172915	492	233	259	1.7953107002267088	0.8781024819855885	0.7650120096076861	0.11309047237790236	AD	ENSG00000172915	0.44835868694955966	-0.00599272382862992	FALSE	32	NBEA	NBEA
ENSG00000139112	499	761	-262	-1.9633059248764884	0.8817053642914331	0.9947958366693356	-0.11309047237790236	Control	ENSG00000139112	0.44835868694955966	-0.1520977552767615	FALSE	32	GABARAPL1	GABARAPL1
ENSG00000125166	61	167	-106	-0.8378852079549937	0.5864691753402722	0.6995596477181746	-0.11309047237790236	Control	ENSG00000125166	0.44835868694955966	-0.0639921676922679	FALSE	32	GOT2	GOT2
ENSG00000185933	303	416	-113	-0.8883848555091634	0.7744195356285029	0.8871096877502002	-0.1126901521216973	Control	ENSG00000185933	0.4475580464371497	-0.27416900487591267	FALSE	32	CALHM1	CALHM1
ENSG00000147416	658	337	321	2.242593292849354	0.9473578863090472	0.8350680544435548	0.11228983186549246	AD	ENSG00000147416	0.44715772618094474	-0.24765751874553563	FALSE	32	ATP6V1B2	ATP6V1B2
ENSG00000185274	582	292	290	2.018951996538031	0.9199359487590072	0.8076461168935148	0.11228983186549236	AD	ENSG00000185274	0.4467574059247398	-0.2992799052324777	FALSE	32	GALNT17	GALNT17
ENSG00000159259	337	156	181	1.2326003417659614	0.7942353883106485	0.682345876701361	0.1118895116092875	AD	ENSG00000159259	0.4463570856685348	-0.14105335953878395	FALSE	32	CHAF1B	CHAF1B
ENSG00000004660	364	504	-140	-1.0831692103609605	0.811048839071257	0.922738190552442	-0.11168935148118496	Control	ENSG00000004660	0.44515612489991996	0.01890879090593245	FALSE	32	CAMKK1	CAMKK1
ENSG00000063177	4	34	-30	-0.28960332022400903	0.2822257806244996	0.3939151321056846	-0.11168935148118496	Control	ENSG00000063177	0.44515612489991996	-0.1428351933265013	FALSE	32	RPL18	RPL18
ENSG00000104472	5	42	-37	-0.34010296777817867	0.3122497998398719	0.42393915132105686	-0.11168935148118496	Control	ENSG00000104472	0.44515612489991996	0.04497306103858101	FALSE	32	CHRAC1	CHRAC1
ENSG00000099341	5	42	-37	-0.34010296777817867	0.3122497998398719	0.42393915132105686	-0.11168935148118496	Control	ENSG00000099341	0.44515612489991996	-0.06429444823288577	FALSE	32	PSMD8	PSMD8
ENSG00000166091	5	42	-37	-0.34010296777817867	0.3122497998398719	0.42393915132105686	-0.11168935148118496	Control	ENSG00000166091	0.44515612489991996	-0.4013446404208736	FALSE	32	CMTM5	CMTM5
ENSG00000172020	612	307	305	2.127165527011252	0.9291433146517214	0.8178542834267414	0.11128903122498002	AD	ENSG00000172020	0.44395516413130504	-0.48434571759578127	FALSE	32	GAP43	GAP43
ENSG00000166922	661	340	321	2.242593292849354	0.9487590072057646	0.8374699759807847	0.1112890312249799	AD	ENSG00000166922	0.4435548438751001	-0.3509688321590083	FALSE	32	SCG5	SCG5
ENSG00000272163	283	392	-109	-0.8595279140496378	0.7596076861489192	0.8706965572457966	-0.11108887109687748	Control	ENSG00000272163	0.4425540432345877	-0.1207295744611745	FALSE	32	NA	ENSG00000272163
ENSG00000165495	346	161	185	1.261457283225487	0.800640512409928	0.6895516413130505	0.11108887109687748	AD	ENSG00000165495	0.4425540432345877	-0.12838301877694036	FALSE	32	PKNOX2	PKNOX2
ENSG00000003402	82	192	-110	-0.8667421494145192	0.6132906325060048	0.7243795036028823	-0.11108887109687748	Control	ENSG00000003402	0.4425540432345877	0.20943484358265785	FALSE	32	CFLAR	CFLAR
ENSG00000110955	46	151	-105	-0.8306709725901124	0.5640512409927942	0.6751401120896717	-0.11108887109687748	Control	ENSG00000110955	0.4425540432345877	2.3764994312891472e-4	FALSE	32	ATP5F1B	ATP5F1B
ENSG00000157191	108	216	-108	-0.8523136786847565	0.639911929543635	0.7506004803843075	-0.11068855084067251	Control	ENSG00000157191	0.44155324259407525	0.10550585894278797	FALSE	32	NECAP2	NECAP2
ENSG00000119655	3	25	-22	-0.23188943730495803	0.24079263410728585	0.3512810248198559	-0.11048839071257008	Control	ENSG00000119655	0.4409527622097678	0.1322077568959248	FALSE	32	NPC2	NPC2
ENSG00000040608	3	25	-22	-0.23188943730495803	0.24079263410728585	0.3512810248198559	-0.11048839071257008	Control	ENSG00000040608	0.4409527622097678	-0.10820211974632345	FALSE	32	RTN4R	RTN4R
ENSG00000185278	7	56	-49	-0.4266737921567552	0.3592874299439552	0.4695756605284227	-0.11028823058446756	Control	ENSG00000185278	0.4403522818254604	0.21929010595321863	FALSE	32	ZBTB37	ZBTB37
ENSG00000135709	532	266	266	1.8458103477808785	0.8987189751801441	0.789031224979984	0.10968775020016008	AD	ENSG00000135709	0.4399519615692554	-0.01775446891070586	FALSE	32	KIAA0513	KIAA0513
ENSG00000112290	475	223	252	1.744811052672539	0.8668935148118495	0.7576060848678943	0.10928742994395524	AD	ENSG00000112290	0.43955164131305047	-0.2776964774224293	FALSE	32	WASF1	WASF1
ENSG00000162636	691	356	335	2.3435925879576933	0.9583666933546836	0.8490792634107286	0.10928742994395511	AD	ENSG00000162636	0.43915132105684546	-0.20651698153180575	FALSE	32	EEIG2	EEIG2
ENSG00000154518	12	21	-9	-0.13810437756150015	0.43274619695756605	0.3238590872698158	0.10888710968775024	Control	ENSG00000154518	0.43835068054443554	-0.1886352349485332	FALSE	32	ATP5MC3	ATP5MC3
ENSG00000123338	12	21	-9	-0.13810437756150015	0.43274619695756605	0.3238590872698158	0.10888710968775024	Control	ENSG00000123338	0.43835068054443554	0.26787259814850195	FALSE	32	NCKAP1L	NCKAP1L
ENSG00000166348	14	89	-75	-0.614243911643671	0.4499599679743795	0.5588470776621297	-0.10888710968775024	Control	ENSG00000166348	0.43835068054443554	0.2521917050042468	FALSE	32	USP54	USP54
ENSG00000084444	388	526	-138	-1.0687407396311976	0.8230584467574059	0.9317453963170536	-0.10868694955964776	Control	ENSG00000084444	0.43734987990392316	-0.05428625601839165	FALSE	32	FAM234B	FAM234B
ENSG00000198739	138	244	-106	-0.8378852079549937	0.6651321056845476	0.7738190552441954	-0.10868694955964776	Control	ENSG00000198739	0.43734987990392316	-0.13677572544746752	FALSE	32	LRRTM3	LRRTM3
ENSG00000212907	9	16	-7	-0.1236759068317374	0.3955164131305044	0.2868294635708567	0.1086869495596477	Control	ENSG00000212907	0.4363490792634107	-0.2597649115417582	FALSE	32	MT-ND4L	MT-ND4L
ENSG00000136167	9	16	-7	-0.1236759068317374	0.3955164131305044	0.2868294635708567	0.1086869495596477	Control	ENSG00000136167	0.4363490792634107	0.5510184699097156	TRUE	33	LCP1	LCP1
ENSG00000117395	9	66	-57	-0.48438767507580627	0.3955164131305044	0.5042033626901521	-0.1086869495596477	Control	ENSG00000117395	0.4363490792634107	-0.12672810083822306	FALSE	33	EBNA1BP2	EBNA1BP2
ENSG00000158445	640	328	312	2.1776651745654214	0.9387510008006406	0.8306645316253003	0.10808646917534026	AD	ENSG00000158445	0.4353482786228983	-0.10976742847012132	FALSE	33	KCNB1	KCNB1
ENSG00000168546	530	266	264	1.8313818770511157	0.8971176941553243	0.789031224979984	0.10808646917534026	AD	ENSG00000168546	0.4353482786228983	-0.22508372405522617	FALSE	33	GFRA2	GFRA2
ENSG00000107643	31	128	-97	-0.7729570896710612	0.5296236989591674	0.6375100080064051	-0.10788630904723771	Control	ENSG00000107643	0.4347477982385909	-0.13950116355662878	FALSE	33	MAPK8	MAPK8
ENSG00000197043	442	582	-140	-1.0831692103609605	0.8476781425140112	0.9549639711769417	-0.10728582866293036	Control	ENSG00000197043	0.43434747798238593	-0.09839341260508404	FALSE	33	ANXA6	ANXA6
ENSG00000077264	719	372	347	2.43016341233627	0.965972778222578	0.8588871096877502	0.10708566853482793	AD	ENSG00000077264	0.43374699759807844	-0.38957419023866535	FALSE	33	PAK3	PAK3
