node,degree,pagerank,pagerank_norm,kcore,membership_infomap
1,13,0.0184581363734012,0.257764816970068,3,1
2,14,0.0198391863814684,0.281365351655728,3,1
3,31,0.0420491147391822,0.660907136175042,3,1
4,37,0.0618920635773517,1,3,1
5,15,0.0203894686287162,0.290769033772387,3,1
7,11,0.0148614890319648,0.196302306678751,3,2
8,16,0.0266579452386018,0.397889991589763,3,1
10,13,0.0162692602174475,0.22035947513636,3,1
6,13,0.017432325183269,0.240234899565025,3,1
11,8,0.00949731821226198,0.104634880625602,3,3
15,7,0.00834049407329757,0.0848661046527126,3,4
14,14,0.0252329720714882,0.373538861319205,3,1
12,14,0.0243043940501497,0.357670545419761,3,5
17,5,0.00605371038034596,0.045787637146937,3,1
19,7,0.0122983755939005,0.152501685959031,3,1
22,6,0.0091165284679844,0.0981276277996573,3,1
20,6,0.00820173020890725,0.0824947919735698,3,1
13,4,0.00902764597069072,0.0966087295352396,3,1
9,11,0.0190212064834024,0.267387028753796,3,6
18,6,0.0119574068222992,0.146674927135021,3,7
28,7,0.00965506438097129,0.107330578757029,3,8
16,8,0.0118902088933885,0.14552659286559,3,7
33,6,0.0106719349347959,0.124707711110079,3,9
30,5,0.00904388289988995,0.0968861997271345,3,1
37,6,0.00948484099859441,0.104421659589274,3,8
32,5,0.00732123226933203,0.0674481086223428,3,10
42,7,0.00900612033289249,0.0962408814786735,3,9
21,7,0.0139263895342294,0.180322546350062,3,1
40,8,0.0157353323486971,0.211235270283185,3,9
25,4,0.00504466844829479,0.0285442868138187,3,1
49,4,0.00614501330757092,0.0473478977372763,3,6
24,4,0.00928408674562669,0.100991003434332,3,5
51,5,0.00826941284341154,0.0836514092965522,3,5
45,4,0.0053871584733303,0.0343970420856246,3,1
36,8,0.0131787400755777,0.167546088670359,3,11
54,4,0.008229442889005,0.0829683693705208,3,11
55,4,0.00707318198866844,0.0632092184891886,3,6
41,4,0.00480596713979281,0.0244651597163883,3,2
35,7,0.0138546067390349,0.179095862060626,3,12
46,6,0.00926483717876625,0.100662050776774,3,4
59,5,0.00788663544654059,0.0771101898048828,3,1
60,6,0.00908478710879696,0.0975852049734763,3,13
44,4,0.00694035690930784,0.0609393927230944,3,10
27,4,0.0083768178611297,0.085486835842488,3,1
61,4,0.00829354162335704,0.084063742017815,3,13
50,6,0.0110707310933425,0.131522672564992,3,7
64,4,0.00615150694940952,0.0474588665063671,3,14
66,6,0.00904826409718686,0.0969610692815797,3,14
38,8,0.0150330813990164,0.19923462019871,3,1
52,4,0.00736066346626762,0.0681219418112495,3,11
67,6,0.00976214096532457,0.109160392759629,3,7
70,4,0.00988117420302528,0.111194532029526,3,11
39,7,0.0116729239533129,0.141813446538542,3,5
43,4,0.00762746620685846,0.0726812896239731,3,7
34,5,0.00974891566633649,0.108934387817249,3,15
29,5,0.0100405520311971,0.113918113319069,3,1
75,5,0.00898660667719001,0.0959074158506656,3,7
82,5,0.00930102270359005,0.101280419212916,3,12
48,4,0.0064699774130153,0.0529011554740238,3,3
63,4,0.00659622610693882,0.0550585984793869,3,12
47,4,0.00885789901483543,0.0937079519413459,3,9
93,4,0.00802834605083803,0.0795318588338908,3,13
91,4,0.00752882159206976,0.0709955681517055,3,4
72,4,0.0084049446276144,0.0859674894930727,3,15
23,3,0.00517202046281333,0.0307205842819603,3,1
26,3,0.00644821897790259,0.0525293291827356,3,1
31,3,0.00705634764584684,0.0629215391949192,3,1
53,3,0.00604848975276884,0.0456984227075648,3,1
56,3,0.00514701564062577,0.0302932810200225,3,11
57,3,0.00624319315799183,0.049025676928295,3,9
58,3,0.00593493727803867,0.0437579432876613,3,2
62,3,0.00715511593607806,0.0646093741363255,3,10
65,3,0.00527979000655224,0.0325622401526461,3,5
68,3,0.00618526540942821,0.0480357592343289,3,4
69,3,0.00561536126033339,0.0382967616892384,3,1
71,3,0.00502057933640713,0.0281326319734214,3,9
73,3,0.00591601230666532,0.0434345375885825,3,6
74,3,0.00633871256777042,0.0506579922901323,3,1
76,3,0.00613051048703108,0.0471000614408416,3,6
77,3,0.00764911468185791,0.0730512368251111,3,1
78,3,0.00644552224341125,0.0524832451339835,3,8
79,3,0.00645150384892292,0.0525854637991508,3,15
80,3,0.00454780653638277,0.0200534959535559,3,7
81,3,0.006957498398715,0.0612323207944564,3,1
83,3,0.00539997248588327,0.0346160186222832,3,5
84,3,0.00586194486021824,0.0425105879576599,3,1
85,3,0.00661743260220426,0.0554209927621064,3,1
86,3,0.00526604331078104,0.0323273251470588,3,1
87,3,0.007195394432478,0.0652976866853427,3,1
88,3,0.00468221279254226,0.0223503421878941,3,2
89,3,0.0077691449890341,0.0751024148500161,3,8
90,3,0.00771781334855976,0.0742252169539152,3,12
92,3,0.00639785811153868,0.051668720684507,3,1
94,3,0.00711522826131841,0.0639277402735424,3,9
95,3,0.00498750278243871,0.0275673922249302,3,13
96,3,0.00626051026755764,0.04932160614344,3,7
97,3,0.00837561380410296,0.0854662599115244,3,15
98,3,0.00455650924502015,0.0202022150990292,3,5
99,3,0.00635318424932869,0.0509052964576718,3,1
100,3,0.00337432122694771,0,3,1
