region	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment	term_simple	direction
PCC	REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	149	-0.590551036453433	-3.110407482628053	6.105709026475642e-23	2.692617680675758e-20	1.8638480186083542e-20	3624	tags=59%, list=21%, signal=47%	ENSG00000171204/ENSG00000151366/ENSG00000065518/ENSG00000177542/ENSG00000169021/ENSG00000171202/ENSG00000183513/ENSG00000119421/ENSG00000140990/ENSG00000176340/ENSG00000204370/ENSG00000099795/ENSG00000115944/ENSG00000165264/ENSG00000139180/ENSG00000130414/ENSG00000178057/ENSG00000178741/ENSG00000105341/ENSG00000170906/ENSG00000143252/ENSG00000101019/ENSG00000112695/ENSG00000147123/ENSG00000120053/ENSG00000183648/ENSG00000177646/ENSG00000127184/ENSG00000178449/ENSG00000074582/ENSG00000147684/ENSG00000213619/ENSG00000155463/ENSG00000136003/ENSG00000189043/ENSG00000140374/ENSG00000163626/ENSG00000137806/ENSG00000125166/ENSG00000014919/ENSG00000184752/ENSG00000145494/ENSG00000131495/ENSG00000004779/ENSG00000109390/ENSG00000113013/ENSG00000014641/ENSG00000003509/ENSG00000115520/ENSG00000164405/ENSG00000158864/ENSG00000167792/ENSG00000011295/ENSG00000137038/ENSG00000111775/ENSG00000117118/ENSG00000010256/ENSG00000126267/ENSG00000146701/ENSG00000131143/ENSG00000164919/ENSG00000173660/ENSG00000164258/ENSG00000179091/ENSG00000168569/ENSG00000144120/ENSG00000183978/ENSG00000135940/ENSG00000127838/ENSG00000172115/ENSG00000131174/ENSG00000125356/ENSG00000184076/ENSG00000105379/ENSG00000161281/ENSG00000023228/ENSG00000168653/ENSG00000110074/ENSG00000140740/ENSG00000108528/ENSG00000184983/ENSG00000128609/ENSG00000119013/ENSG00000186687/ENSG00000136521/ENSG00000244005/ENSG00000126602/ENSG00000181061	RESPIRATORY ELECTRON TRANSPORT	Down
PCC	REACTOME_TRANSLATION	REACTOME_TRANSLATION	355	-0.5175308545011873	-3.0949739115197925	1.5815202287159188e-37	2.0923512625911605e-34	1.4483395778766838e-34	4522	tags=54%, list=26%, signal=41%	ENSG00000112110/ENSG00000110700/ENSG00000171421/ENSG00000233927/ENSG00000100353/ENSG00000125977/ENSG00000171863/ENSG00000214026/ENSG00000118181/ENSG00000182899/ENSG00000070785/ENSG00000125691/ENSG00000166441/ENSG00000198242/ENSG00000142507/ENSG00000108826/ENSG00000158042/ENSG00000164587/ENSG00000136897/ENSG00000262814/ENSG00000167526/ENSG00000156928/ENSG00000140319/ENSG00000103707/ENSG00000048544/ENSG00000197958/ENSG00000108344/ENSG00000186468/ENSG00000136522/ENSG00000163584/ENSG00000185608/ENSG00000156239/ENSG00000104131/ENSG00000172172/ENSG00000163636/ENSG00000103363/ENSG00000173141/ENSG00000144713/ENSG00000175166/ENSG00000197728/ENSG00000170315/ENSG00000163319/ENSG00000129128/ENSG00000087191/ENSG00000105640/ENSG00000100804/ENSG00000008018/ENSG00000108671/ENSG00000123297/ENSG00000113048/ENSG00000171858/ENSG00000148303/ENSG00000100387/ENSG00000147677/ENSG00000101182/ENSG00000089009/ENSG00000110619/ENSG00000177954/ENSG00000105364/ENSG00000135972/ENSG00000181610/ENSG00000150991/ENSG00000178982/ENSG00000174780/ENSG00000115268/ENSG00000168028/ENSG00000103035/ENSG00000090861/ENSG00000142937/ENSG00000242485/ENSG00000111639/ENSG00000132300/ENSG00000147403/ENSG00000072401/ENSG00000167881/ENSG00000182180/ENSG00000173113/ENSG00000136930/ENSG00000130255/ENSG00000266472/ENSG00000116221/ENSG00000136942/ENSG00000175756/ENSG00000106591/ENSG00000180817/ENSG00000114942/ENSG00000144867/ENSG00000134684/ENSG00000149100/ENSG00000114391/ENSG00000118363/ENSG00000132591/ENSG00000170445/ENSG00000065427/ENSG00000037241/ENSG00000132313/ENSG00000185627/ENSG00000083845/ENSG00000106305/ENSG00000161057/ENSG00000173692/ENSG00000143742/ENSG00000165916/ENSG00000089157/ENSG00000100519/ENSG00000156976/ENSG00000167862/ENSG00000162244/ENSG00000101210/ENSG00000103356/ENSG00000106803/ENSG00000277791/ENSG00000155463/ENSG00000154582/ENSG00000198755/ENSG00000161016/ENSG00000131469/ENSG00000143374/ENSG00000131368/ENSG00000151247/ENSG00000134001/ENSG00000149806/ENSG00000172809/ENSG00000108094/ENSG00000133706/ENSG00000143436/ENSG00000231500/ENSG00000165280/ENSG00000166902/ENSG00000130741/ENSG00000106105/ENSG00000164347/ENSG00000013275/ENSG00000174547/ENSG00000198862/ENSG00000004779/ENSG00000106682/ENSG00000163479/ENSG00000179115/ENSG00000125445/ENSG00000182934/ENSG00000115233/ENSG00000166986/ENSG00000173674/ENSG00000111361/ENSG00000125901/ENSG00000169288/ENSG00000140988/ENSG00000100764/ENSG00000143106/ENSG00000175110/ENSG00000143314/ENSG00000163902/ENSG00000134056/ENSG00000137547/ENSG00000031698/ENSG00000086504/ENSG00000198015/ENSG00000197345/ENSG00000099341/ENSG00000197170/ENSG00000132432/ENSG00000204394/ENSG00000174748/ENSG00000154719/ENSG00000065665/ENSG00000162910/ENSG00000096080/ENSG00000180879/ENSG00000159377/ENSG00000114902/ENSG00000229117/ENSG00000128626/ENSG00000132676/ENSG00000126067/ENSG00000164062/ENSG00000114686/ENSG00000136628/ENSG00000061794/ENSG00000124608/ENSG00000100883/ENSG00000196305/ENSG00000084623/ENSG00000116120/ENSG00000112651/ENSG00000164163/ENSG00000168827/ENSG00000178952/ENSG00000134440/ENSG00000244038/ENSG00000140105/ENSG00000185414/ENSG00000100567	TRANSLATION	Down
PCC	REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION	REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION	95	-0.608412675616135	-2.957700793040792	8.648812720527894e-16	2.288475845851681e-13	1.5840983298651093e-13	3003	tags=60%, list=17%, signal=50%	ENSG00000125656/ENSG00000196365/ENSG00000106028/ENSG00000137992/ENSG00000165264/ENSG00000166411/ENSG00000161267/ENSG00000083720/ENSG00000178741/ENSG00000134375/ENSG00000151093/ENSG00000106591/ENSG00000144381/ENSG00000136758/ENSG00000154723/ENSG00000023330/ENSG00000141385/ENSG00000105953/ENSG00000213619/ENSG00000166855/ENSG00000075239/ENSG00000170855/ENSG00000169230/ENSG00000147465/ENSG00000131495/ENSG00000113013/ENSG00000168291/ENSG00000164405/ENSG00000167792/ENSG00000131828/ENSG00000134809/ENSG00000059573/ENSG00000167863/ENSG00000151498/ENSG00000146701/ENSG00000131143/ENSG00000091140/ENSG00000066926/ENSG00000135940/ENSG00000072062/ENSG00000100412/ENSG00000106153/ENSG00000152234/ENSG00000005022/ENSG00000110955/ENSG00000023228/ENSG00000165629/ENSG00000091483/ENSG00000198836/ENSG00000140740/ENSG00000114054/ENSG00000082212/ENSG00000062485/ENSG00000182054/ENSG00000165688/ENSG00000196177/ENSG00000137124	MITOCHONDRIAL PROTEIN DEGRADATION	Down
PCC	REACTOME_TGFBR3_EXPRESSION	REACTOME_TGFBR3_EXPRESSION	21	0.6907786866540581	2.1727583203802645	1.80665672216708e-5	2.213154484654673e-4	1.5319603784457697e-4	3515	tags=71%, list=20%, signal=57%	ENSG00000141646/ENSG00000100393/ENSG00000100354/ENSG00000119969/ENSG00000129911/ENSG00000071564/ENSG00000140262/ENSG00000186350/ENSG00000126070/ENSG00000185591/ENSG00000090905/ENSG00000134323/ENSG00000069702/ENSG00000134698/ENSG00000078687	TGFBR3 EXPRESSION	Up
PCC	REACTOME_NFE2L2_REGULATING_TUMORIGENIC_GENES	REACTOME_NFE2L2_REGULATING_TUMORIGENIC_GENES	10	0.8395512827731068	2.1720596787601743	1.7647786133828904e-5	2.1820580425285644e-4	1.5104352126346434e-4	2069	tags=70%, list=12%, signal=62%	ENSG00000005339/ENSG00000138798/ENSG00000171791/ENSG00000100393/ENSG00000171552/ENSG00000148400/ENSG00000185591	NFE2L2 REGULATING TUMORIGENIC GENES	Up
PCC	REACTOME_RUNX3_REGULATES_NOTCH_SIGNALING	REACTOME_RUNX3_REGULATES_NOTCH_SIGNALING	14	0.744233238999782	2.0939386763634578	1.0550607347944317e-4	9.829896846007275e-4	6.804320528325839e-4	1869	tags=64%, list=11%, signal=58%	ENSG00000005339/ENSG00000013619/ENSG00000100393/ENSG00000020633/ENSG00000114166/ENSG00000184384/ENSG00000148400/ENSG00000196782/ENSG00000161021	RUNX3 REGULATES NOTCH SIGNALING	Up
PCC	REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_LATE_STAGE_BRANCHING_MORPHOGENESIS_PANCREATIC_BUD_PRECURSOR_CELLS	REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_LATE_STAGE_BRANCHING_MORPHOGENESIS_PANCREATIC_BUD_PRECURSOR_CELLS	12	0.7544669612493979	2.07272415028361	2.0580811535605655e-4	0.0017680788091952132	0.0012238760106614438	2933	tags=75%, list=17%, signal=63%	ENSG00000005339/ENSG00000013619/ENSG00000100393/ENSG00000114166/ENSG00000184384/ENSG00000148400/ENSG00000196782/ENSG00000161021/ENSG00000168214	REGULATION OF GENE EXPRESSION IN LATE STAGE BRANCHING MORPHOGENESIS PANCREATIC BUD PRECURSOR CELLS	Up
TC	REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	155	-0.648184776012246	-3.4951500816282812	2.1683159830645427e-33	1.0032075281645285e-30	5.766959702326048e-31	3601	tags=59%, list=16%, signal=50%	ENSG00000120053/ENSG00000144120/ENSG00000198886/ENSG00000198804/ENSG00000127838/ENSG00000108528/ENSG00000171204/ENSG00000198727/ENSG00000214113/ENSG00000106603/ENSG00000133983/ENSG00000014641/ENSG00000113845/ENSG00000140990/ENSG00000151413/ENSG00000010256/ENSG00000004779/ENSG00000172115/ENSG00000138495/ENSG00000184752/ENSG00000115520/ENSG00000198712/ENSG00000117118/ENSG00000139180/ENSG00000101247/ENSG00000119013/ENSG00000156170/ENSG00000198763/ENSG00000143252/ENSG00000189043/ENSG00000127184/ENSG00000065518/ENSG00000146066/ENSG00000233954/ENSG00000178057/ENSG00000119421/ENSG00000178741/ENSG00000147684/ENSG00000198938/ENSG00000167792/ENSG00000213619/ENSG00000232838/ENSG00000164182/ENSG00000174886/ENSG00000151366/ENSG00000176340/ENSG00000003509/ENSG00000168273/ENSG00000090266/ENSG00000224877/ENSG00000168569/ENSG00000184076/ENSG00000147123/ENSG00000183513/ENSG00000128609/ENSG00000136521/ENSG00000165264/ENSG00000110074/ENSG00000014919/ENSG00000163626/ENSG00000173660/ENSG00000111775/ENSG00000171202/ENSG00000073578/ENSG00000112695/ENSG00000160194/ENSG00000145494/ENSG00000099795/ENSG00000156467/ENSG00000178449/ENSG00000181061/ENSG00000115944/ENSG00000131174/ENSG00000105379/ENSG00000137038/ENSG00000135940/ENSG00000127540/ENSG00000164919/ENSG00000166136/ENSG00000131143/ENSG00000125356/ENSG00000126267/ENSG00000109390/ENSG00000110717/ENSG00000186687/ENSG00000164405/ENSG00000183648/ENSG00000170906/ENSG00000183978/ENSG00000168653/ENSG00000204954/ENSG00000131495	RESPIRATORY ELECTRON TRANSPORT	Down
TC	REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT	REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT	252	-0.5888170679584179	-3.415992747998188	2.7252413056882006e-42	3.7826349322952226e-39	2.1744556944333225e-39	3026	tags=50%, list=13%, signal=44%	ENSG00000131828/ENSG00000171204/ENSG00000143947/ENSG00000198727/ENSG00000214113/ENSG00000106603/ENSG00000133983/ENSG00000214756/ENSG00000014641/ENSG00000102078/ENSG00000247077/ENSG00000110435/ENSG00000113845/ENSG00000140990/ENSG00000151413/ENSG00000010256/ENSG00000100577/ENSG00000004779/ENSG00000172115/ENSG00000138495/ENSG00000184752/ENSG00000115520/ENSG00000228253/ENSG00000198712/ENSG00000117118/ENSG00000153291/ENSG00000139180/ENSG00000101247/ENSG00000119013/ENSG00000180902/ENSG00000156170/ENSG00000198763/ENSG00000196636/ENSG00000116459/ENSG00000143252/ENSG00000189043/ENSG00000111716/ENSG00000127184/ENSG00000065518/ENSG00000146066/ENSG00000233954/ENSG00000198899/ENSG00000134056/ENSG00000178057/ENSG00000119421/ENSG00000178741/ENSG00000147684/ENSG00000091483/ENSG00000154518/ENSG00000198938/ENSG00000145916/ENSG00000180185/ENSG00000167792/ENSG00000213619/ENSG00000232838/ENSG00000165629/ENSG00000164182/ENSG00000174886/ENSG00000151366/ENSG00000176340/ENSG00000003509/ENSG00000168273/ENSG00000090266/ENSG00000224877/ENSG00000125375/ENSG00000168569/ENSG00000184076/ENSG00000147123/ENSG00000183513/ENSG00000060762/ENSG00000128609/ENSG00000063854/ENSG00000136521/ENSG00000165264/ENSG00000110074/ENSG00000014919/ENSG00000163626/ENSG00000173660/ENSG00000111775/ENSG00000171202/ENSG00000163541/ENSG00000073578/ENSG00000112695/ENSG00000135390/ENSG00000173915/ENSG00000160194/ENSG00000145494/ENSG00000221983/ENSG00000099624/ENSG00000099795/ENSG00000159199/ENSG00000156467/ENSG00000143158/ENSG00000178449/ENSG00000181061/ENSG00000156411/ENSG00000241837/ENSG00000115944/ENSG00000131174/ENSG00000105379/ENSG00000137038/ENSG00000135940/ENSG00000241468/ENSG00000167863/ENSG00000127540/ENSG00000164919/ENSG00000166136/ENSG00000131143/ENSG00000125356/ENSG00000126267/ENSG00000109390/ENSG00000124172/ENSG00000154723/ENSG00000110717/ENSG00000186687/ENSG00000164405/ENSG00000183648/ENSG00000167283/ENSG00000170906/ENSG00000169020/ENSG00000183978/ENSG00000168653/ENSG00000204954/ENSG00000131495/ENSG00000154079	AEROBIC RESPIRATION AND RESPIRATORY ELECTRON TRANSPORT	Down
TC	REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	90	-0.6519801601388017	-3.2439487880945888	5.410632921991433e-20	1.2516597492873514e-17	7.195192552402643e-18	7339	tags=89%, list=32%, signal=61%	ENSG00000134419/ENSG00000167658/ENSG00000163584/ENSG00000171858/ENSG00000186468/ENSG00000145425/ENSG00000112306/ENSG00000142541/ENSG00000147403/ENSG00000229117/ENSG00000124614/ENSG00000105193/ENSG00000233927/ENSG00000122026/ENSG00000231500/ENSG00000198755/ENSG00000101210/ENSG00000105640/ENSG00000137154/ENSG00000142534/ENSG00000122406/ENSG00000083845/ENSG00000142676/ENSG00000089157/ENSG00000156482/ENSG00000198034/ENSG00000188846/ENSG00000213741/ENSG00000177954/ENSG00000105372/ENSG00000116251/ENSG00000165502/ENSG00000170889/ENSG00000071082/ENSG00000110700/ENSG00000149273/ENSG00000118181/ENSG00000161970/ENSG00000137818/ENSG00000198918/ENSG00000161016/ENSG00000140988/ENSG00000163682/ENSG00000167526/ENSG00000143947/ENSG00000037241/ENSG00000138326/ENSG00000156508/ENSG00000130255/ENSG00000166441/ENSG00000142937/ENSG00000100316/ENSG00000008988/ENSG00000182899/ENSG00000109475/ENSG00000125691/ENSG00000172809/ENSG00000162244/ENSG00000063177/ENSG00000164587/ENSG00000177600/ENSG00000148303/ENSG00000108298/ENSG00000136942/ENSG00000131469/ENSG00000114942/ENSG00000114391/ENSG00000197756/ENSG00000197958/ENSG00000171863/ENSG00000144713/ENSG00000089009/ENSG00000108107/ENSG00000174444/ENSG00000115268/ENSG00000145592/ENSG00000168028/ENSG00000174748/ENSG00000149806/ENSG00000221983	EUKARYOTIC TRANSLATION ELONGATION	Down
TC	REACTOME_COMPLEX_I_BIOGENESIS	REACTOME_COMPLEX_I_BIOGENESIS	68	-0.6838268386046497	-3.205979869868803	2.963829941892123e-17	3.164458430266359e-15	1.8190956242544364e-15	4228	tags=82%, list=19%, signal=67%	ENSG00000198840/ENSG00000198786/ENSG00000183605/ENSG00000130159/ENSG00000155463/ENSG00000130414/ENSG00000198888/ENSG00000267855/ENSG00000123545/ENSG00000158864/ENSG00000184983/ENSG00000137806/ENSG00000164258/ENSG00000198886/ENSG00000171204/ENSG00000106603/ENSG00000113845/ENSG00000140990/ENSG00000151413/ENSG00000004779/ENSG00000184752/ENSG00000139180/ENSG00000101247/ENSG00000119013/ENSG00000156170/ENSG00000198763/ENSG00000065518/ENSG00000178057/ENSG00000119421/ENSG00000147684/ENSG00000167792/ENSG00000213619/ENSG00000164182/ENSG00000174886/ENSG00000151366/ENSG00000003509/ENSG00000090266/ENSG00000224877/ENSG00000147123/ENSG00000128609/ENSG00000136521/ENSG00000165264/ENSG00000110074/ENSG00000171202/ENSG00000160194/ENSG00000145494/ENSG00000099795/ENSG00000137038/ENSG00000166136/ENSG00000125356/ENSG00000109390/ENSG00000110717/ENSG00000183648/ENSG00000170906/ENSG00000168653/ENSG00000131495	COMPLEX I BIOGENESIS	Down
TC	REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING	REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING	97	0.6293679005658117	2.639165622464108	1.3172615316541892e-15	1.218906003957343e-13	7.006906954342986e-14	5166	tags=62%, list=23%, signal=48%	ENSG00000069667/ENSG00000090339/ENSG00000096968/ENSG00000142208/ENSG00000162434/ENSG00000136997/ENSG00000168610/ENSG00000138685/ENSG00000143384/ENSG00000100985/ENSG00000150907/ENSG00000019991/ENSG00000160712/ENSG00000131724/ENSG00000170989/ENSG00000108691/ENSG00000077238/ENSG00000130702/ENSG00000012779/ENSG00000170345/ENSG00000171223/ENSG00000105329/ENSG00000189221/ENSG00000184557/ENSG00000185499/ENSG00000124762/ENSG00000028137/ENSG00000162692/ENSG00000135046/ENSG00000221869/ENSG00000124491/ENSG00000171791/ENSG00000137193/ENSG00000181449/ENSG00000113916/ENSG00000166888/ENSG00000150093/ENSG00000143365/ENSG00000100644/ENSG00000160255/ENSG00000169429/ENSG00000026025/ENSG00000087245/ENSG00000211892/ENSG00000109971/ENSG00000136634/ENSG00000148516/ENSG00000169896/ENSG00000141510/ENSG00000148346/ENSG00000168811/ENSG00000156127/ENSG00000128342/ENSG00000164692/ENSG00000105397/ENSG00000173432/ENSG00000211896/ENSG00000112715/ENSG00000099985/ENSG00000140678	INTERLEUKIN 4 AND INTERLEUKIN 13 SIGNALING	Up
TC	REACTOME_ELASTIC_FIBRE_FORMATION	REACTOME_ELASTIC_FIBRE_FORMATION	41	0.6945607305827286	2.5100304947522454	7.827161028807509e-10	2.649780367801176e-8	1.523231851049061e-8	3595	tags=68%, list=16%, signal=58%	ENSG00000092969/ENSG00000037749/ENSG00000138080/ENSG00000161638/ENSG00000049323/ENSG00000140564/ENSG00000166482/ENSG00000197614/ENSG00000138448/ENSG00000105855/ENSG00000105329/ENSG00000082781/ENSG00000168056/ENSG00000077942/ENSG00000117122/ENSG00000132205/ENSG00000259207/ENSG00000150093/ENSG00000125845/ENSG00000166147/ENSG00000134013/ENSG00000101144/ENSG00000115318/ENSG00000138131/ENSG00000119681/ENSG00000140092/ENSG00000077943/ENSG00000115380	ELASTIC FIBRE FORMATION	Up
TC	REACTOME_INTERFERON_GAMMA_SIGNALING	REACTOME_INTERFERON_GAMMA_SIGNALING	89	0.6037863337374627	2.49186644487303	1.2039050565987633e-12	6.962584243996182e-11	4.002456284657292e-11	4530	tags=57%, list=20%, signal=46%	ENSG00000090339/ENSG00000096968/ENSG00000162434/ENSG00000026508/ENSG00000033800/ENSG00000106785/ENSG00000132274/ENSG00000117228/ENSG00000179583/ENSG00000132256/ENSG00000140464/ENSG00000231389/ENSG00000154451/ENSG00000117595/ENSG00000125347/ENSG00000204287/ENSG00000121060/ENSG00000204525/ENSG00000184557/ENSG00000223865/ENSG00000111331/ENSG00000196735/ENSG00000167333/ENSG00000132109/ENSG00000111335/ENSG00000204592/ENSG00000171206/ENSG00000168310/ENSG00000162645/ENSG00000196126/ENSG00000101871/ENSG00000162692/ENSG00000183347/ENSG00000162654/ENSG00000067066/ENSG00000166710/ENSG00000111679/ENSG00000125148/ENSG00000112343/ENSG00000128604/ENSG00000234745/ENSG00000117226/ENSG00000148660/ENSG00000169403/ENSG00000206341/ENSG00000140968/ENSG00000198502/ENSG00000185507/ENSG00000213928/ENSG00000132155/ENSG00000179344	INTERFERON GAMMA SIGNALING	Up
TC	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	293	0.5230681807047972	2.4488055235125405	4.2667386501273823e-23	1.4805583115942016e-20	8.511020781043569e-21	6001	tags=56%, list=26%, signal=42%	ENSG00000090339/ENSG00000092969/ENSG00000087116/ENSG00000037749/ENSG00000026508/ENSG00000168477/ENSG00000135862/ENSG00000101680/ENSG00000171812/ENSG00000152952/ENSG00000138685/ENSG00000151694/ENSG00000168807/ENSG00000172037/ENSG00000143127/ENSG00000138080/ENSG00000108622/ENSG00000091409/ENSG00000161638/ENSG00000041982/ENSG00000038427/ENSG00000049323/ENSG00000178209/ENSG00000135424/ENSG00000053747/ENSG00000100985/ENSG00000154229/ENSG00000140564/ENSG00000148848/ENSG00000152818/ENSG00000124749/ENSG00000261371/ENSG00000162733/ENSG00000166482/ENSG00000172164/ENSG00000142156/ENSG00000162909/ENSG00000130702/ENSG00000132470/ENSG00000142798/ENSG00000197614/ENSG00000138448/ENSG00000014216/ENSG00000213949/ENSG00000122176/ENSG00000169439/ENSG00000204580/ENSG00000154734/ENSG00000116962/ENSG00000144810/ENSG00000173402/ENSG00000157766/ENSG00000105855/ENSG00000130287/ENSG00000105329/ENSG00000134569/ENSG00000153113/ENSG00000197565/ENSG00000196739/ENSG00000163131/ENSG00000082781/ENSG00000123096/ENSG00000168056/ENSG00000146197/ENSG00000118113/ENSG00000077942/ENSG00000079385/ENSG00000162692/ENSG00000117122/ENSG00000132205/ENSG00000131375/ENSG00000008516/ENSG00000072682/ENSG00000185624/ENSG00000137809/ENSG00000259207/ENSG00000150093/ENSG00000125845/ENSG00000166147/ENSG00000160255/ENSG00000134013/ENSG00000101144/ENSG00000005884/ENSG00000110799/ENSG00000139626/ENSG00000115318/ENSG00000157227/ENSG00000081052/ENSG00000103326/ENSG00000138131/ENSG00000134769/ENSG00000151914/ENSG00000119681/ENSG00000177697/ENSG00000124145/ENSG00000185053/ENSG00000163638/ENSG00000105426/ENSG00000182492/ENSG00000175899/ENSG00000204291/ENSG00000011465/ENSG00000106366/ENSG00000130309/ENSG00000140092/ENSG00000163069/ENSG00000087245/ENSG00000077943/ENSG00000106333/ENSG00000182871/ENSG00000187498/ENSG00000115380/ENSG00000090530/ENSG00000170624/ENSG00000122884/ENSG00000154721/ENSG00000142173/ENSG00000118785/ENSG00000134871/ENSG00000005844/ENSG00000188157/ENSG00000162736/ENSG00000168615/ENSG00000169031/ENSG00000158769/ENSG00000080573/ENSG00000112769/ENSG00000106819/ENSG00000169896/ENSG00000139329/ENSG00000113140/ENSG00000049540/ENSG00000107796/ENSG00000159307/ENSG00000137801/ENSG00000132031/ENSG00000164692/ENSG00000163359/ENSG00000149257/ENSG00000087303/ENSG00000115232/ENSG00000127990/ENSG00000137845/ENSG00000143387/ENSG00000140678/ENSG00000175309/ENSG00000147044/ENSG00000035862/ENSG00000077274/ENSG00000198947/ENSG00000163017/ENSG00000100311/ENSG00000115414/ENSG00000083444/ENSG00000139219/ENSG00000128052/ENSG00000090006/ENSG00000196569/ENSG00000187045/ENSG00000206384/ENSG00000143537/ENSG00000149294/ENSG00000108821/ENSG00000168487/ENSG00000166794	EXTRACELLULAR MATRIX ORGANIZATION	Up
