node,degree,pagerank,kcore,membership_infomap
1,5,0.0124385109081932,3,1
2,4,0.00854904332354576,3,2
3,5,0.0153641312687247,3,3
7,5,0.0111036458490357,3,3
8,7,0.0105929153822696,3,1
6,7,0.0118599035097538,3,1
13,6,0.0134907123267136,3,4
10,1,0.00499852768837919,1,5
16,3,0.00816298168791488,3,5
14,3,0.00868806685637337,3,4
26,5,0.0102806643993349,3,6
24,3,0.00688914592336087,3,4
12,4,0.00783939502131014,3,7
18,4,0.00952745745219955,3,3
20,4,0.00991640668895955,2,8
22,5,0.0127033786905125,3,9
21,5,0.0113883324157746,3,7
5,5,0.0098665844819537,3,10
32,5,0.0122847423217009,3,11
15,4,0.00545381300495744,3,7
27,9,0.0168094700420587,3,4
25,5,0.0126215888426413,3,5
37,5,0.0104477159003395,3,10
9,4,0.00973427815121989,3,3
19,4,0.00791789099286312,3,1
36,5,0.0118492877512589,3,7
38,8,0.0147488408725991,3,4
31,5,0.00754356205357903,3,12
42,3,0.00557775096855796,2,6
28,2,0.00608868830084453,2,13
39,5,0.00797849106172706,3,9
23,2,0.00413233222649248,2,2
40,6,0.0133872387767796,3,11
47,2,0.00600477177887418,2,11
30,2,0.00587990097424371,2,3
17,2,0.00505872582677593,2,14
45,8,0.0169699485000613,3,7
55,3,0.00652529757629927,2,14
48,5,0.00961578998315715,3,13
51,5,0.0107214157285575,3,7
53,4,0.0104179808748187,3,7
4,2,0.0046282286084464,2,15
52,6,0.0147116929973192,3,11
34,5,0.0114379219180217,3,2
49,6,0.0117722789386911,3,2
50,8,0.0164540398978012,3,12
58,3,0.00613187018611137,3,2
57,6,0.0138047417467104,3,7
60,10,0.0250642473749237,3,2
43,5,0.0120670004760264,3,10
65,3,0.00568635271564078,3,15
33,5,0.00721063495091979,3,4
41,7,0.0133078383278883,3,11
62,2,0.00528865078968804,2,10
69,2,0.00411822179922462,2,7
74,2,0.00558740261927321,2,6
73,6,0.00847747751167278,3,7
67,6,0.0114405208912656,3,15
70,6,0.0121236441038243,3,8
54,6,0.00807191376436506,3,1
68,7,0.0156953454287453,3,8
77,5,0.0131420508031893,3,15
29,1,0.00439299946571524,1,8
76,9,0.0177578664233981,3,3
46,5,0.0100715478939917,3,9
56,5,0.0153015035555082,3,14
44,5,0.00991128175220247,3,3
84,4,0.00810770898621628,3,9
87,4,0.0072865618454704,3,12
79,7,0.0132222957481742,3,1
86,3,0.00871064227839702,3,14
78,3,0.00562168121447263,2,16
63,1,0.00423232005132819,1,12
82,7,0.0139972333740275,3,13
64,5,0.0110902505504394,3,5
81,5,0.0116191656115307,3,8
94,4,0.0101866825906529,3,1
59,4,0.00655813255302483,3,11
92,6,0.0120118988625094,3,12
11,2,0.00424462276902173,2,2
61,2,0.00703071157326387,2,11
66,3,0.00755052319048138,3,2
80,4,0.00983466849813548,3,15
98,10,0.0202667528233181,3,11
35,2,0.00677104496322227,2,9
71,4,0.0100951518108808,3,2
72,4,0.00503623632069866,3,11
75,6,0.0139027401670938,3,6
83,2,0.00657488937177051,2,12
85,1,0.00211908055667298,1,2
88,5,0.00724571504815398,3,9
89,3,0.00394631451608141,3,10
90,4,0.0086576778579059,3,15
91,2,0.00491503020841621,2,16
93,8,0.0159822097282246,3,11
95,4,0.010569127822183,3,13
96,9,0.0190161535577429,3,1
97,12,0.0232390491811893,3,3
99,4,0.00810431059099337,3,4
100,3,0.00716681445302517,3,7
