node,degree,pagerank,kcore,membership_infomap
1,4,0.010582546212331,3,1
3,6,0.00675796856541702,3,2
5,6,0.0091102797205549,3,3
7,10,0.0149734340607536,3,4
2,5,0.0149258370874727,3,5
11,5,0.00761020458840503,3,2
8,7,0.0160308208849509,3,4
6,4,0.00859087761531531,3,2
13,5,0.0092111076972302,3,6
18,5,0.00973374233436859,3,2
24,7,0.0159397613356084,3,2
26,4,0.00753698576556848,3,4
21,4,0.0095992239907319,3,7
20,5,0.00619290191916493,3,8
14,8,0.0148999452931918,3,3
16,6,0.0112915544918911,3,8
23,5,0.0105752840891118,3,9
25,3,0.00613137277935303,3,9
31,7,0.0114339221447931,3,9
32,6,0.0102428252299656,3,10
29,6,0.0142114374115995,3,1
40,8,0.0196485943949725,3,2
47,4,0.00801540630436707,3,6
10,5,0.0117114038911318,3,1
30,4,0.00944489288741923,3,2
33,8,0.0151516702362459,3,3
35,3,0.00783639150187404,3,11
12,5,0.0113997749191205,3,7
46,6,0.00768721254429277,3,8
39,2,0.00380098655666001,2,10
41,1,0.00478685809769853,1,12
9,4,0.00794208149563554,3,6
49,5,0.00885105837934267,3,2
37,1,0.00471775359822392,1,7
53,3,0.00721266728520259,3,10
19,5,0.0132911566629607,3,12
22,3,0.00815405338704227,3,12
50,5,0.0152622576412201,3,9
58,5,0.0169927399604078,3,7
60,5,0.0127788676293334,3,12
64,4,0.00726205314484684,3,9
27,5,0.0151057132967702,3,2
54,5,0.0114297291854912,3,12
4,2,0.00548840457594518,1,13
38,6,0.0130656462553813,3,9
59,4,0.00956408341598585,3,11
44,6,0.0169398181090825,3,13
36,2,0.00357887870178359,2,14
72,5,0.00993493449842167,3,14
73,3,0.00817487961228619,2,14
52,7,0.0108599478883635,3,8
55,3,0.00816210476226541,3,11
65,5,0.00864810645331385,3,9
15,3,0.00873129669928127,3,5
68,3,0.00558847052365377,3,10
34,2,0.00385524916017225,2,9
56,4,0.00643375363051712,3,9
79,5,0.0111849869817552,3,10
61,6,0.0151512455450314,3,9
75,5,0.0100155413032456,3,14
84,4,0.00829308524402041,3,14
28,1,0.00359088141557413,1,3
69,4,0.00940309431858561,3,7
71,7,0.0137247806907948,3,8
86,9,0.0169180186267397,3,3
45,4,0.0122155089511644,3,5
80,7,0.0115722762875917,3,9
90,5,0.00977103555027352,3,5
17,2,0.00518842051602538,2,5
74,5,0.0124452818969175,3,9
85,4,0.00801703727691473,3,4
91,8,0.0116427793680354,3,9
42,2,0.0034987152176633,2,12
66,6,0.0167425653315032,3,12
51,3,0.00466139107373391,3,7
92,4,0.0138520214871927,3,5
82,6,0.0123321677430304,3,13
43,2,0.00514135962998769,2,1
70,5,0.010324539961587,3,11
87,5,0.0103300905248634,3,3
96,8,0.0163095753244638,3,11
48,3,0.0100512875255052,2,6
57,2,0.00445221265384349,2,9
62,3,0.00818911867812141,3,7
63,1,0.00453828009521733,1,3
67,1,0.00322201805293717,1,13
76,3,0.00618963276451484,2,4
77,4,0.00845506028179443,3,9
78,3,0.00632367314379156,3,11
81,4,0.00803234970325738,3,11
83,3,0.00805356063487085,3,13
88,5,0.0121173977091655,3,8
89,7,0.0110363360966785,3,3
93,8,0.0148304754210994,3,9
94,8,0.0161155788068717,3,12
95,7,0.0149801437684629,3,1
97,10,0.0177356671775222,3,11
98,3,0.00676128386547125,2,6
99,3,0.00818310642881251,3,1
100,2,0.00531548642087557,2,5
