node,degree,pagerank,kcore,membership_infomap
1,28,0.0434446829363152,3,1
2,7,0.0112246086080316,3,2
3,13,0.0177986760557715,3,1
4,20,0.0327401978009252,3,3
6,24,0.0327498410420489,3,4
5,12,0.0192036753121082,3,2
8,15,0.0224879784779814,3,5
10,11,0.0180920695489617,3,6
7,6,0.0104777744287995,3,2
9,6,0.0100575340893703,3,4
14,20,0.030370297642365,3,4
13,12,0.0182866422241568,3,5
17,14,0.0237222519440232,3,7
15,7,0.0104645802004243,3,8
20,9,0.0178493167513363,3,1
11,14,0.0215515670377876,3,9
18,10,0.0168062925914424,3,5
12,6,0.0119372846436232,3,2
23,8,0.0131531593424795,3,9
19,6,0.00945676309801505,3,4
16,13,0.0203114073781935,3,4
33,8,0.0111808644999709,3,10
26,6,0.0107070447377622,3,3
35,8,0.0115081393367609,3,4
21,6,0.00972154298469474,3,4
22,4,0.00740560209680634,3,3
29,6,0.0121110090339706,3,5
25,5,0.00610365410437183,3,3
39,6,0.00767597475566734,3,6
27,4,0.00775681814354679,3,11
36,6,0.0111863879333492,3,7
37,4,0.0073282035361799,3,7
34,4,0.00625176121693222,3,12
40,4,0.00708410871487906,3,12
31,4,0.0083199764309458,3,8
30,6,0.00881648629261287,3,2
46,6,0.0106199214042942,3,11
24,5,0.00973287184388745,3,5
55,6,0.0107552722969032,3,11
45,5,0.00931375770528652,3,6
28,4,0.004442938384917,3,1
41,6,0.0111498565166925,3,13
47,4,0.00844513780578101,3,5
57,4,0.00774136579526229,3,9
58,4,0.00919880550726598,3,5
59,4,0.00836548989200536,3,7
61,6,0.00769237807746534,3,9
50,8,0.0151771571879023,3,14
69,4,0.00815394939427845,3,9
67,6,0.00904451755395231,3,7
70,5,0.00761297502049001,3,4
48,5,0.00951731449757898,3,10
38,4,0.00555043343500384,3,10
66,4,0.00973884302588386,3,10
78,6,0.00996628841870031,3,4
68,4,0.00625200345766295,3,5
44,4,0.00869322559515957,3,1
74,6,0.00846860694379237,3,14
54,4,0.00516758475961787,3,4
32,6,0.00947704870016943,3,4
81,4,0.00650000341288844,3,10
53,4,0.00665825144483763,3,4
92,4,0.00681248885222462,3,4
43,5,0.00722179195654057,3,3
89,4,0.00904627879053029,3,4
42,3,0.0060506886821455,3,1
49,3,0.00697852216186062,3,7
51,3,0.00751161399839551,3,12
52,3,0.00717141715367552,3,8
56,3,0.00635211950501008,3,3
60,3,0.00536099731662098,3,1
62,3,0.00772882298703689,3,4
63,3,0.00690017121861278,3,11
64,3,0.00651249826746673,3,1
65,3,0.00558862756467765,3,13
71,3,0.00484468596289807,3,7
72,3,0.00619598686112466,3,2
73,3,0.00586272883736212,3,14
75,3,0.00560134668077779,3,13
76,3,0.00601527662428063,3,7
77,3,0.00773672987460905,3,5
79,3,0.00442716259658821,3,1
80,3,0.00670287955232856,3,10
82,3,0.00509622149251632,3,3
83,3,0.00509334432959602,3,1
84,3,0.00674655817420371,3,14
85,3,0.00496465049388103,3,14
86,3,0.00702173626894557,3,4
87,3,0.00375141121324254,3,5
88,3,0.00337663708157699,3,5
90,3,0.00473261876547167,3,7
91,3,0.00621492020671916,3,4
93,3,0.00813090429838554,3,4
94,3,0.00628718510568215,3,4
95,3,0.00468438167284592,3,6
96,3,0.00467594204157822,3,9
97,3,0.00613090866578094,3,11
98,3,0.00735489459147056,3,14
99,3,0.00446361893489609,3,14
100,3,0.00587105816815094,3,4
