network	centrality	n_common_genes	spearman_rho	spearman_pvalue
MAYO_CRB	degree	6751	0.22617581656248562	4.746251683091601e-79
MAYO_CRB	pagerank	6751	0.3598731837792568	1.4648567125252e-205
MAYO_CRB	betweenness	6751	0.3819434679376951	2.0607906099264534e-233
