gene	AD	CTL
ENSG00000104067	66	77
ENSG00000231721	11	40
ENSG00000111961	57	86
ENSG00000198668	343	406
ENSG00000130643	125	174
ENSG00000196187	16	10
ENSG00000047932	184	199
ENSG00000154096	128	215
ENSG00000100938	262	232
ENSG00000198478	301	117
ENSG00000116044	62	82
ENSG00000115520	353	265
ENSG00000054116	171	204
ENSG00000278311	223	126
ENSG00000076554	85	80
ENSG00000015676	63	91
ENSG00000169905	13	15
ENSG00000204406	25	4
ENSG00000168310	9	12
ENSG00000171497	9	9
ENSG00000247828	64	130
ENSG00000119280	17	33
ENSG00000166501	96	229
ENSG00000204220	100	182
ENSG00000140854	158	160
ENSG00000151025	70	75
ENSG00000167881	317	512
ENSG00000140990	182	275
ENSG00000156482	10	19
ENSG00000224531	55	17
ENSG00000189195	76	47
ENSG00000142507	158	284
ENSG00000204851	170	62
ENSG00000174917	249	405
ENSG00000013392	178	95
ENSG00000169032	83	57
ENSG00000243232	107	88
