gene	AD	CTL
ENSG00000279078	69	NA
ENSG00000047230	327	NA
ENSG00000127870	100	17
ENSG00000162961	21	183
ENSG00000181359	7	NA
ENSG00000187682	34	186
ENSG00000110955	14	198
ENSG00000161682	60	28
ENSG00000187730	4	30
ENSG00000236501	137	26
ENSG00000143418	1	NA
ENSG00000196233	30	5
ENSG00000115944	27	18
ENSG00000175229	12	6
ENSG00000162694	1	NA
ENSG00000164039	32	24
ENSG00000178814	96	5
ENSG00000272732	87	13
ENSG00000143727	76	21
ENSG00000101082	140	20
ENSG00000136206	96	27
ENSG00000235120	51	59
ENSG00000117691	23	162
ENSG00000155366	12	18
ENSG00000256694	57	NA
ENSG00000135924	32	NA
ENSG00000189409	60	6
ENSG00000116514	15	91
ENSG00000036257	34	278
ENSG00000178104	43	5
ENSG00000156804	3	NA
ENSG00000164442	17	257
ENSG00000175756	32	5
ENSG00000122884	72	8
ENSG00000107758	17	75
ENSG00000261366	27	NA
ENSG00000171314	19	15
ENSG00000115561	51	476
ENSG00000089154	41	15
ENSG00000175550	42	36
ENSG00000253741	80	12
ENSG00000286989	24	1
ENSG00000153201	80	2
ENSG00000116478	20	4
ENSG00000133612	29	6
ENSG00000146276	89	NA
ENSG00000175582	34	136
ENSG00000143995	17	28
ENSG00000197044	140	11
ENSG00000265293	66	3
ENSG00000137210	48	4
ENSG00000179943	50	6
ENSG00000279476	73	16
ENSG00000119013	10	NA
ENSG00000117228	6	NA
ENSG00000287042	18	NA
ENSG00000135414	3	NA
ENSG00000246308	55	18
ENSG00000006194	33	24
ENSG00000136436	24	36
ENSG00000137509	41	36
ENSG00000105983	14	296
ENSG00000236244	51	156
ENSG00000182901	20	100
ENSG00000106628	94	NA
ENSG00000286921	8	NA
ENSG00000257221	33	NA
ENSG00000132002	157	19
ENSG00000092470	49	22
ENSG00000125484	88	147
ENSG00000144214	71	127
ENSG00000081692	61	21
ENSG00000134480	55	63
ENSG00000157450	44	137
ENSG00000269958	12	159
ENSG00000138356	51	107
ENSG00000258935	72	16
ENSG00000213719	8	1
ENSG00000166004	12	10
ENSG00000161526	42	NA
ENSG00000261115	33	191
ENSG00000138777	42	NA
ENSG00000101290	41	267
ENSG00000067167	5	NA
ENSG00000180008	67	NA
ENSG00000046889	27	131
ENSG00000103089	8	12
ENSG00000197046	17	1
ENSG00000115866	9	NA
ENSG00000169933	139	233
ENSG00000175175	67	116
ENSG00000237065	49	NA
ENSG00000140382	64	172
ENSG00000096092	22	2
ENSG00000156535	25	7
ENSG00000143226	14	38
ENSG00000259448	66	NA
ENSG00000116521	33	NA
ENSG00000141027	39	7
ENSG00000198026	6	NA
ENSG00000183935	44	7
ENSG00000186376	138	NA
ENSG00000129636	88	264
ENSG00000135454	32	1
ENSG00000185267	34	3
ENSG00000130520	27	4
ENSG00000182327	55	57
ENSG00000166526	25	69
ENSG00000104904	49	53
ENSG00000156983	29	142
ENSG00000124702	9	7
ENSG00000104722	51	192
ENSG00000169189	32	NA
ENSG00000204287	27	37
ENSG00000204217	31	13
ENSG00000272072	13	18
ENSG00000069966	27	28
ENSG00000170889	50	NA
ENSG00000279277	17	NA
ENSG00000096717	31	4
ENSG00000140323	48	184
ENSG00000149090	19	NA
ENSG00000123415	12	8
ENSG00000163605	32	1
ENSG00000178234	11	2
ENSG00000125827	25	249
ENSG00000273270	111	21
ENSG00000126790	124	2
ENSG00000115526	12	NA
ENSG00000267882	24	34
ENSG00000133055	41	56
ENSG00000231966	107	1
ENSG00000264304	34	6
ENSG00000184985	5	109
ENSG00000196972	572	215
ENSG00000114735	47	NA
ENSG00000091181	183	NA
ENSG00000174839	6	281
ENSG00000164011	15	NA
ENSG00000137154	29	39
ENSG00000126947	17	65
ENSG00000138623	41	NA
ENSG00000144118	21	8
ENSG00000278863	43	19
ENSG00000177200	70	150
ENSG00000270110	57	38
ENSG00000120438	22	11
ENSG00000286017	79	NA
ENSG00000135297	34	2
ENSG00000285533	63	13
ENSG00000176444	31	4
ENSG00000203987	56	138
ENSG00000273008	108	11
ENSG00000075568	3	NA
ENSG00000154124	36	6
ENSG00000106803	16	45
ENSG00000164188	19	12
ENSG00000149136	15	85
ENSG00000162188	10	159
ENSG00000013523	104	NA
ENSG00000107581	7	215
ENSG00000111110	50	91
ENSG00000174684	24	239
ENSG00000147955	79	50
ENSG00000163449	38	72
ENSG00000146090	60	1
ENSG00000127452	147	5
ENSG00000175110	26	237
ENSG00000172366	118	4
ENSG00000166411	28	501
ENSG00000041988	9	42
ENSG00000123684	7	160
ENSG00000087470	123	20
ENSG00000116652	12	38
ENSG00000285589	57	NA
ENSG00000164976	30	118
ENSG00000247092	111	156
ENSG00000128789	20	92
ENSG00000213066	27	9
ENSG00000121775	13	60
ENSG00000143353	53	7
ENSG00000245910	27	60
ENSG00000236155	73	NA
ENSG00000127947	22	6
ENSG00000116688	11	279
ENSG00000167797	86	2
ENSG00000101230	56	NA
ENSG00000123154	169	6
ENSG00000269318	177	4
ENSG00000119280	22	6
ENSG00000233061	25	1
ENSG00000181227	19	42
ENSG00000128203	90	83
ENSG00000165672	19	7
ENSG00000171791	94	107
ENSG00000181220	3	NA
ENSG00000181894	81	216
ENSG00000168701	56	2
ENSG00000111358	197	NA
ENSG00000188322	6	1
ENSG00000138400	26	NA
ENSG00000131381	43	107
ENSG00000110002	34	7
ENSG00000164815	29	8
ENSG00000136280	10	31
ENSG00000106603	142	NA
ENSG00000264895	40	NA
ENSG00000186106	18	40
ENSG00000136935	25	1
ENSG00000166359	255	5
ENSG00000128309	49	15
ENSG00000165637	59	165
ENSG00000232043	14	8
ENSG00000204439	32	186
ENSG00000128872	45	144
ENSG00000143158	27	17
ENSG00000228253	4	103
ENSG00000146216	8	NA
ENSG00000070214	10	4
ENSG00000112996	10	149
ENSG00000254004	72	NA
ENSG00000225439	44	73
ENSG00000141934	10	1
ENSG00000198258	26	12
ENSG00000186818	22	53
ENSG00000221869	9	2
ENSG00000141506	15	27
ENSG00000129538	12	11
ENSG00000110693	38	154
ENSG00000129315	22	312
ENSG00000175334	27	36
ENSG00000074603	7	122
ENSG00000274414	90	NA
ENSG00000213638	141	4
ENSG00000080822	11	5
ENSG00000099899	101	15
ENSG00000131470	49	NA
ENSG00000224531	46	52
ENSG00000173020	13	54
ENSG00000125386	12	NA
ENSG00000237289	125	NA
ENSG00000141664	70	NA
ENSG00000148848	35	86
ENSG00000106591	77	NA
ENSG00000237212	99	1
ENSG00000185442	42	4
ENSG00000163728	48	NA
ENSG00000114790	25	82
ENSG00000185414	43	19
ENSG00000176971	18	10
ENSG00000160570	61	72
ENSG00000131174	18	14
ENSG00000164307	20	1
ENSG00000134982	47	6
ENSG00000108001	48	91
ENSG00000206601	44	NA
ENSG00000148803	34	NA
ENSG00000006432	40	NA
ENSG00000225387	52	NA
ENSG00000118496	144	NA
ENSG00000153310	11	51
ENSG00000155096	14	336
ENSG00000188833	44	34
ENSG00000181789	64	155
ENSG00000171475	59	NA
ENSG00000251523	31	3
ENSG00000159784	22	95
ENSG00000129151	33	18
ENSG00000245148	9	75
ENSG00000178252	40	1
ENSG00000143061	3	87
ENSG00000187556	12	41
ENSG00000178075	25	61
ENSG00000056586	12	112
ENSG00000213593	24	NA
ENSG00000255153	66	9
ENSG00000166091	35	NA
ENSG00000286242	27	7
ENSG00000125462	3	3
ENSG00000179222	16	4
ENSG00000271646	28	1
ENSG00000197258	4	237
ENSG00000138071	13	320
ENSG00000152558	19	15
ENSG00000167972	2	NA
ENSG00000007080	32	26
ENSG00000077420	35	66
ENSG00000136143	69	25
ENSG00000137100	34	27
ENSG00000177485	228	43
ENSG00000273486	63	NA
ENSG00000116750	11	32
ENSG00000129810	140	NA
ENSG00000174007	35	NA
ENSG00000134717	66	3
ENSG00000104979	49	7
ENSG00000115652	30	6
ENSG00000225973	68	9
ENSG00000138085	23	6
ENSG00000109771	11	NA
ENSG00000250182	8	2
ENSG00000075826	3	14
ENSG00000100129	36	423
ENSG00000271971	6	418
ENSG00000011600	41	57
ENSG00000104325	39	19
ENSG00000169567	26	24
ENSG00000092148	65	268
ENSG00000287193	54	NA
ENSG00000165832	43	393
ENSG00000136819	25	17
ENSG00000162999	101	NA
ENSG00000105255	115	16
ENSG00000151116	67	16
ENSG00000154582	5	19
ENSG00000172348	24	118
ENSG00000286372	39	2
ENSG00000125534	11	NA
ENSG00000143363	42	116
ENSG00000184697	106	61
ENSG00000106086	16	3
ENSG00000136541	9	22
ENSG00000135336	52	NA
ENSG00000246067	78	2
ENSG00000260392	145	NA
ENSG00000260097	3	3
ENSG00000134461	16	42
ENSG00000125821	138	9
ENSG00000110911	14	41
ENSG00000198075	47	15
ENSG00000187605	14	NA
ENSG00000162385	4	17
ENSG00000116171	19	NA
ENSG00000287663	23	11
ENSG00000269514	98	2
ENSG00000231920	76	NA
ENSG00000213088	25	5
ENSG00000049883	21	237
ENSG00000072201	40	406
ENSG00000197136	8	NA
ENSG00000137274	51	NA
ENSG00000242507	35	NA
ENSG00000165966	57	26
ENSG00000242338	75	NA
ENSG00000114859	41	NA
ENSG00000135838	11	35
ENSG00000139645	7	NA
ENSG00000143321	23	70
ENSG00000163026	14	7
ENSG00000179361	20	NA
ENSG00000185518	50	189
ENSG00000025800	43	207
ENSG00000060138	10	12
ENSG00000277493	229	NA
ENSG00000234338	15	1
ENSG00000180806	7	2
ENSG00000254726	100	NA
ENSG00000109103	57	NA
ENSG00000130764	29	127
ENSG00000034713	16	3
ENSG00000182173	63	80
ENSG00000065923	69	370
ENSG00000245694	21	119
ENSG00000171067	27	1
ENSG00000287963	2	78
ENSG00000163617	113	46
ENSG00000261455	75	110
ENSG00000113068	18	37
ENSG00000145041	20	66
ENSG00000183665	8	223
ENSG00000248275	10	1
ENSG00000185774	9	288
ENSG00000153207	9	1
ENSG00000066827	27	2
ENSG00000247828	61	1
ENSG00000267909	42	566
ENSG00000163528	17	39
ENSG00000279692	94	9
ENSG00000149182	98	10
ENSG00000114416	34	54
ENSG00000280222	39	14
ENSG00000080493	9	85
ENSG00000169427	38	50
ENSG00000137672	16	79
ENSG00000184840	11	NA
ENSG00000250848	55	18
ENSG00000271789	21	113
ENSG00000256762	30	5
ENSG00000167642	54	267
ENSG00000112799	19	45
ENSG00000255035	102	NA
ENSG00000145391	21	80
ENSG00000124279	120	NA
ENSG00000245937	3	6
ENSG00000136522	5	NA
ENSG00000280234	66	2
ENSG00000198830	37	NA
ENSG00000251189	85	NA
ENSG00000154957	154	17
ENSG00000162636	37	228
ENSG00000113790	26	11
ENSG00000159348	22	NA
ENSG00000171566	74	1
ENSG00000005156	39	36
ENSG00000173786	15	10
ENSG00000161638	6	6
ENSG00000182095	10	NA
ENSG00000106683	64	49
ENSG00000138650	20	22
ENSG00000152433	57	9
ENSG00000143819	28	14
ENSG00000250365	21	NA
ENSG00000287287	42	9
ENSG00000259642	11	117
ENSG00000110422	19	8
ENSG00000132581	12	2
ENSG00000249318	18	NA
ENSG00000105048	43	NA
ENSG00000188976	9	64
ENSG00000185988	62	NA
ENSG00000088035	53	NA
ENSG00000143545	7	3
ENSG00000134780	18	13
ENSG00000219926	4	4
ENSG00000224470	53	120
ENSG00000240499	11	NA
ENSG00000188107	50	NA
ENSG00000280057	143	1
ENSG00000147174	402	111
ENSG00000246575	86	4
ENSG00000185869	14	NA
ENSG00000233476	9	1
ENSG00000138399	24	4
ENSG00000168894	49	NA
ENSG00000160716	19	325
ENSG00000236255	77	NA
ENSG00000177855	22	NA
ENSG00000102699	32	91
ENSG00000173064	19	5
ENSG00000257095	25	NA
ENSG00000150456	10	NA
ENSG00000145293	31	5
ENSG00000240849	97	NA
ENSG00000198711	37	NA
ENSG00000114978	111	6
ENSG00000158019	16	6
ENSG00000117632	6	4
ENSG00000096654	78	NA
ENSG00000239887	12	2
ENSG00000230035	34	27
ENSG00000143473	34	130
ENSG00000255320	53	19
ENSG00000276058	150	NA
ENSG00000243069	15	5
ENSG00000163629	44	130
ENSG00000238227	18	11
ENSG00000123444	68	233
ENSG00000100823	87	7
ENSG00000225663	21	57
ENSG00000047634	41	NA
ENSG00000160783	25	8
ENSG00000124608	31	4
ENSG00000108819	18	56
ENSG00000254672	41	1
ENSG00000234445	70	1
ENSG00000257390	67	NA
ENSG00000065135	36	61
ENSG00000266498	26	2
ENSG00000118454	11	7
ENSG00000243445	29	NA
ENSG00000151461	58	1
ENSG00000148399	68	1
ENSG00000225399	69	15
ENSG00000184226	49	92
ENSG00000119929	9	11
ENSG00000162493	11	3
ENSG00000092108	46	1
ENSG00000032389	20	14
ENSG00000140332	127	5
ENSG00000273002	4	1
ENSG00000226499	46	NA
ENSG00000183458	2	7
ENSG00000280062	130	17
ENSG00000179406	6	171
ENSG00000228594	32	25
ENSG00000257771	26	7
ENSG00000144589	28	NA
ENSG00000259881	51	70
ENSG00000144460	11	2
ENSG00000108479	199	1
ENSG00000103512	48	103
ENSG00000105393	5	82
ENSG00000175727	24	30
ENSG00000179163	21	1
ENSG00000273618	26	67
ENSG00000198431	56	11
ENSG00000255690	6	40
ENSG00000237949	11	7
ENSG00000285581	51	137
ENSG00000143375	11	22
ENSG00000109606	22	2
ENSG00000220506	7	NA
ENSG00000117500	24	9
ENSG00000213713	76	349
ENSG00000127980	13	4
ENSG00000205726	30	11
ENSG00000196139	49	11
ENSG00000197779	75	122
ENSG00000083896	1	3
ENSG00000131844	88	5
ENSG00000140988	35	1
ENSG00000180938	62	1
ENSG00000134809	38	1
ENSG00000177830	20	NA
ENSG00000013288	20	6
ENSG00000088298	41	NA
ENSG00000182050	13	67
ENSG00000287527	72	27
ENSG00000286736	79	13
ENSG00000203721	86	4
ENSG00000163684	1	NA
ENSG00000179082	159	12
ENSG00000017797	42	11
ENSG00000113595	55	17
ENSG00000113282	12	35
ENSG00000236480	55	NA
ENSG00000135063	13	39
ENSG00000171435	26	13
ENSG00000185674	10	NA
ENSG00000125122	49	9
ENSG00000256356	5	NA
ENSG00000152382	8	48
ENSG00000127314	7	NA
ENSG00000136940	23	27
ENSG00000160117	39	13
ENSG00000139428	82	2
ENSG00000149657	21	164
ENSG00000109189	32	120
ENSG00000226239	2	7
ENSG00000107020	20	NA
ENSG00000102572	48	174
ENSG00000255741	57	1
ENSG00000168461	20	78
ENSG00000139977	60	31
ENSG00000161544	26	59
ENSG00000147144	247	34
ENSG00000175556	97	239
ENSG00000197603	69	3
ENSG00000268049	170	NA
ENSG00000286773	32	NA
ENSG00000108561	18	121
ENSG00000251405	37	30
ENSG00000144834	6	42
ENSG00000164061	10	2
ENSG00000176018	26	2
ENSG00000249661	11	NA
ENSG00000167483	45	NA
ENSG00000069764	38	1
ENSG00000132837	14	4
ENSG00000284693	17	NA
ENSG00000212864	6	32
ENSG00000175166	22	91
ENSG00000150316	12	49
ENSG00000283761	14	NA
ENSG00000143387	58	35
ENSG00000272219	48	52
ENSG00000277142	32	39
ENSG00000170549	20	7
ENSG00000111642	11	163
ENSG00000138035	56	78
ENSG00000119715	41	82
ENSG00000179598	24	6
ENSG00000269044	39	10
ENSG00000095059	80	66
ENSG00000162104	28	3
ENSG00000224505	136	7
ENSG00000248643	71	NA
ENSG00000189266	21	1
ENSG00000230280	10	NA
ENSG00000111886	54	NA
ENSG00000204120	15	NA
ENSG00000115241	1	5
ENSG00000147724	47	52
ENSG00000187514	21	14
ENSG00000287990	63	3
ENSG00000009830	72	10
ENSG00000269387	40	5
ENSG00000169740	10	5
ENSG00000072840	23	74
ENSG00000159459	17	391
ENSG00000250722	6	35
ENSG00000120458	44	89
ENSG00000183066	78	NA
ENSG00000083093	182	80
ENSG00000271013	162	NA
ENSG00000232044	7	15
ENSG00000175054	91	NA
ENSG00000176095	5	2
ENSG00000117906	46	115
ENSG00000086102	36	NA
ENSG00000178498	61	12
ENSG00000166949	35	90
ENSG00000156711	84	NA
ENSG00000171311	99	46
ENSG00000171823	37	16
ENSG00000180964	15	4
ENSG00000146676	30	94
ENSG00000148334	9	160
ENSG00000068912	65	39
ENSG00000284874	84	7
ENSG00000172086	5	4
ENSG00000110237	31	34
ENSG00000151151	32	21
ENSG00000242498	97	20
ENSG00000104375	20	40
ENSG00000005194	10	8
ENSG00000219545	125	NA
ENSG00000107736	1	NA
ENSG00000129990	49	32
ENSG00000105289	110	59
ENSG00000175137	23	38
ENSG00000099381	36	2
ENSG00000185760	29	150
ENSG00000213073	39	NA
ENSG00000161203	22	92
ENSG00000128881	45	36
ENSG00000111639	14	NA
ENSG00000007202	24	207
ENSG00000171224	9	72
ENSG00000188846	18	33
ENSG00000142197	180	88
ENSG00000164089	24	46
ENSG00000125166	22	64
ENSG00000116199	21	96
ENSG00000130309	91	7
ENSG00000131748	58	64
ENSG00000144028	5	47
ENSG00000235020	46	6
ENSG00000259294	4	15
ENSG00000197818	180	13
ENSG00000163531	26	6
ENSG00000134375	11	5
ENSG00000260572	7	4
ENSG00000099256	13	8
ENSG00000148795	193	NA
ENSG00000150681	1	36
ENSG00000169762	42	19
ENSG00000145337	13	NA
ENSG00000100335	69	470
ENSG00000145545	9	81
ENSG00000137218	85	2
ENSG00000125730	37	80
ENSG00000183160	19	45
ENSG00000133069	24	53
ENSG00000286196	41	NA
ENSG00000130748	105	59
ENSG00000175449	96	NA
ENSG00000254595	2	184
ENSG00000145332	63	87
ENSG00000184492	51	NA
ENSG00000134508	16	54
ENSG00000136156	2	50
ENSG00000205090	7	3
ENSG00000204209	37	94
ENSG00000186951	80	88
ENSG00000152104	18	102
ENSG00000280474	57	12
ENSG00000205424	81	108
ENSG00000090534	71	NA
ENSG00000273274	46	NA
ENSG00000213058	1	NA
ENSG00000185900	14	68
ENSG00000164022	19	1
ENSG00000118322	5	29
ENSG00000135929	22	17
ENSG00000103037	12	NA
ENSG00000144895	22	2
ENSG00000119669	24	5
ENSG00000123612	26	77
ENSG00000138688	22	2
ENSG00000249695	3	3
ENSG00000055163	41	192
ENSG00000002746	9	52
ENSG00000110107	4	16
ENSG00000184156	35	86
ENSG00000196700	50	3
ENSG00000279716	42	2
ENSG00000279434	110	21
ENSG00000108468	39	81
ENSG00000140527	121	12
ENSG00000139372	37	NA
ENSG00000108528	121	224
ENSG00000091542	26	35
ENSG00000154310	8	94
ENSG00000134278	37	115
ENSG00000184588	9	33
ENSG00000112941	6	NA
ENSG00000072518	31	12
ENSG00000276855	36	NA
ENSG00000111837	9	10
ENSG00000108861	107	210
ENSG00000040341	30	89
ENSG00000135404	16	NA
ENSG00000188647	50	19
ENSG00000260672	49	1
ENSG00000225670	16	11
ENSG00000271151	74	5
ENSG00000136810	29	11
ENSG00000050820	65	NA
ENSG00000171873	92	NA
ENSG00000230201	54	79
ENSG00000181555	14	1
ENSG00000116574	11	NA
ENSG00000160299	35	NA
ENSG00000249150	64	8
ENSG00000114767	11	7
ENSG00000116251	37	NA
ENSG00000126602	4	13
ENSG00000286616	33	1
ENSG00000114054	29	39
ENSG00000136770	28	26
ENSG00000135766	25	182
ENSG00000266852	34	NA
ENSG00000130254	46	35
ENSG00000124532	17	11
ENSG00000117425	109	209
ENSG00000122778	20	55
ENSG00000164615	5	14
ENSG00000111716	6	73
ENSG00000169116	27	117
ENSG00000165023	17	65
ENSG00000143970	15	20
ENSG00000135899	16	14
ENSG00000247271	58	14
ENSG00000204922	38	3
ENSG00000013810	39	NA
ENSG00000140157	19	175
ENSG00000133114	37	NA
ENSG00000148798	30	95
ENSG00000123575	24	NA
ENSG00000170190	157	NA
ENSG00000013297	14	6
ENSG00000164885	15	147
ENSG00000140400	17	3
ENSG00000264269	24	1
ENSG00000102144	47	48
ENSG00000261379	3	NA
ENSG00000253710	4	174
ENSG00000178761	20	236
ENSG00000278576	48	1
ENSG00000267372	126	NA
ENSG00000285854	96	NA
ENSG00000270638	60	2
ENSG00000100316	50	5
ENSG00000196151	25	56
ENSG00000145945	32	382
ENSG00000272008	15	32
ENSG00000233954	1	NA
ENSG00000227078	82	6
ENSG00000114279	47	104
ENSG00000229380	30	5
ENSG00000110315	46	7
ENSG00000116991	19	13
ENSG00000165312	13	54
ENSG00000104324	48	21
ENSG00000272343	8	367
ENSG00000264920	52	NA
ENSG00000154429	32	31
ENSG00000136045	57	14
ENSG00000166685	67	131
ENSG00000288063	20	NA
ENSG00000164902	11	22
ENSG00000093100	92	86
ENSG00000173110	4	NA
ENSG00000240445	40	180
ENSG00000164258	17	NA
ENSG00000237410	33	80
ENSG00000198642	29	26
ENSG00000033011	182	126
ENSG00000279133	35	NA
ENSG00000285994	40	40
ENSG00000140350	11	65
ENSG00000168679	61	NA
ENSG00000044115	22	NA
ENSG00000267939	31	NA
ENSG00000004975	45	1
ENSG00000254363	31	8
ENSG00000145494	38	9
ENSG00000230989	32	3
ENSG00000087077	10	58
ENSG00000244026	37	NA
ENSG00000211460	9	20
ENSG00000148225	30	1
ENSG00000254487	28	NA
ENSG00000065559	72	20
ENSG00000164509	23	NA
ENSG00000215218	25	64
ENSG00000173013	46	7
ENSG00000168589	74	NA
ENSG00000137573	12	3
ENSG00000173926	8	31
ENSG00000023516	26	34
ENSG00000169860	5	66
ENSG00000160957	47	21
ENSG00000138107	29	15
ENSG00000287965	63	1
ENSG00000213918	19	1
ENSG00000196295	1	NA
ENSG00000256667	11	NA
ENSG00000153086	2	NA
ENSG00000181827	33	1
ENSG00000287878	26	NA
ENSG00000137601	10	14
ENSG00000116005	37	211
ENSG00000143994	14	37
ENSG00000268182	62	120
ENSG00000240695	71	7
ENSG00000144426	25	60
ENSG00000136936	51	NA
ENSG00000178342	36	NA
ENSG00000125458	68	6
ENSG00000280207	20	22
ENSG00000158869	18	39
ENSG00000083838	102	15
ENSG00000000003	75	141
ENSG00000109805	28	NA
ENSG00000252821	43	10
ENSG00000141294	22	NA
ENSG00000204403	11	NA
ENSG00000123395	27	35
ENSG00000183960	14	NA
ENSG00000136261	63	NA
ENSG00000218536	13	NA
ENSG00000165181	30	12
ENSG00000166780	7	36
ENSG00000237325	112	69
ENSG00000166887	90	NA
ENSG00000099800	45	1
ENSG00000170027	42	154
ENSG00000135829	3	13
ENSG00000146233	39	NA
ENSG00000108439	104	NA
ENSG00000122584	37	102
ENSG00000100490	72	2
ENSG00000112851	21	43
ENSG00000136897	28	7
ENSG00000176101	12	12
ENSG00000185352	21	18
ENSG00000067369	69	157
ENSG00000052841	23	79
ENSG00000168286	24	68
ENSG00000154001	16	303
ENSG00000111262	17	15
ENSG00000163823	8	63
ENSG00000103657	7	2
ENSG00000006210	16	82
ENSG00000179387	37	5
ENSG00000223963	63	NA
ENSG00000116030	14	11
ENSG00000274922	19	1
ENSG00000235257	25	NA
ENSG00000111843	58	16
ENSG00000096063	36	NA
ENSG00000148482	5	15
ENSG00000126838	9	1
ENSG00000141449	18	90
ENSG00000158526	45	5
ENSG00000262873	20	NA
ENSG00000150977	54	3
ENSG00000167191	41	49
ENSG00000163349	32	200
ENSG00000132141	146	11
ENSG00000100065	2	4
ENSG00000181904	12	20
ENSG00000230612	13	NA
ENSG00000160917	15	2
ENSG00000260634	42	NA
ENSG00000130921	26	43
ENSG00000154856	7	78
ENSG00000164978	8	NA
ENSG00000168092	22	86
ENSG00000272702	69	9
ENSG00000139083	13	4
ENSG00000114686	15	NA
ENSG00000229689	10	293
ENSG00000160959	8	NA
ENSG00000115128	23	19
ENSG00000249456	43	1
ENSG00000230551	13	NA
ENSG00000230701	57	7
ENSG00000129245	45	87
ENSG00000114654	23	50
ENSG00000265452	24	67
ENSG00000081870	7	NA
ENSG00000166402	12	254
ENSG00000138395	26	6
ENSG00000032742	41	NA
ENSG00000198580	69	NA
ENSG00000160791	10	11
ENSG00000205274	29	NA
ENSG00000269806	25	118
ENSG00000173898	6	57
ENSG00000007541	21	2
ENSG00000116954	8	6
ENSG00000111275	10	21
ENSG00000224731	4	282
ENSG00000115295	6	NA
ENSG00000273367	16	91
ENSG00000168556	19	3
ENSG00000050748	16	185
ENSG00000026508	18	5
ENSG00000104218	90	31
ENSG00000225342	37	NA
ENSG00000101452	312	34
ENSG00000121579	37	1
ENSG00000188566	5	12
ENSG00000047597	22	266
ENSG00000235927	71	NA
ENSG00000142230	26	29
ENSG00000279759	35	50
ENSG00000074047	9	52
ENSG00000184481	122	5
ENSG00000142453	21	NA
ENSG00000260464	57	420
ENSG00000084444	28	337
ENSG00000174233	15	3
ENSG00000154127	56	209
ENSG00000237938	23	38
ENSG00000134852	18	215
ENSG00000204311	46	17
ENSG00000260494	26	NA
ENSG00000166908	23	50
ENSG00000176058	2	8
ENSG00000130159	22	17
ENSG00000138794	15	37
ENSG00000175414	12	NA
ENSG00000100580	27	60
ENSG00000168077	27	7
ENSG00000155975	4	109
ENSG00000253368	7	125
ENSG00000253696	12	NA
ENSG00000011332	62	NA
ENSG00000174799	14	NA
ENSG00000232040	69	35
ENSG00000172824	96	4
ENSG00000005206	169	11
ENSG00000166816	37	5
ENSG00000182768	48	71
ENSG00000167306	47	NA
ENSG00000163093	10	35
ENSG00000108641	19	2
ENSG00000143486	39	NA
ENSG00000053438	59	36
ENSG00000185271	19	NA
ENSG00000275413	14	244
ENSG00000176055	22	35
ENSG00000116586	13	NA
ENSG00000183696	17	NA
ENSG00000154059	66	8
ENSG00000133065	30	10
ENSG00000100280	255	NA
ENSG00000280347	10	11
ENSG00000127184	28	32
ENSG00000284738	8	1
ENSG00000103160	20	59
ENSG00000145819	35	122
ENSG00000155287	5	272
ENSG00000226919	22	243
ENSG00000122420	6	NA
ENSG00000100167	49	331
ENSG00000280010	82	38
ENSG00000065427	16	87
ENSG00000065526	11	1
ENSG00000183291	10	NA
ENSG00000155275	16	5
ENSG00000173726	34	113
ENSG00000104529	31	24
ENSG00000183250	259	16
ENSG00000164211	27	64
ENSG00000116473	51	2
ENSG00000089041	91	NA
ENSG00000156574	37	NA
ENSG00000174721	47	4
ENSG00000130540	89	276
ENSG00000100445	68	2
ENSG00000137266	78	14
ENSG00000100387	19	110
ENSG00000152082	38	5
ENSG00000232729	39	NA
ENSG00000257438	39	NA
ENSG00000135338	25	3
ENSG00000065357	26	NA
ENSG00000155974	24	164
ENSG00000198019	2	8
ENSG00000040199	48	62
ENSG00000180370	10	NA
ENSG00000135108	37	380
ENSG00000132405	9	115
ENSG00000266993	7	NA
ENSG00000145284	8	87
ENSG00000094916	19	65
ENSG00000287625	75	21
ENSG00000141968	37	29
ENSG00000180902	122	2
ENSG00000141012	16	12
ENSG00000115137	20	261
ENSG00000238058	2	NA
ENSG00000173947	20	NA
ENSG00000078319	26	1
ENSG00000159792	104	NA
ENSG00000271714	48	1
ENSG00000111328	14	NA
ENSG00000165572	4	16
ENSG00000179523	15	NA
ENSG00000262652	16	49
ENSG00000162819	11	21
ENSG00000172508	21	5
ENSG00000172901	77	NA
ENSG00000119514	31	NA
ENSG00000203307	70	NA
ENSG00000253965	75	NA
ENSG00000109943	6	11
ENSG00000168118	15	10
ENSG00000114125	16	163
ENSG00000243789	60	62
ENSG00000047365	16	108
ENSG00000157778	21	40
ENSG00000158169	45	61
ENSG00000154144	9	24
ENSG00000279633	42	29
ENSG00000198242	18	NA
ENSG00000167523	29	NA
ENSG00000142408	57	125
ENSG00000092931	97	NA
ENSG00000119772	2	NA
ENSG00000245293	2	4
ENSG00000178982	28	13
ENSG00000140990	30	51
ENSG00000159176	2	NA
ENSG00000160190	42	23
ENSG00000131368	29	1
ENSG00000096070	52	NA
ENSG00000274996	39	144
ENSG00000103047	129	145
ENSG00000116791	8	NA
ENSG00000285486	5	11
ENSG00000261168	44	49
ENSG00000115718	8	NA
ENSG00000128513	46	NA
ENSG00000109193	18	3
ENSG00000163430	16	40
ENSG00000127585	13	115
ENSG00000198856	66	5
ENSG00000020129	14	131
ENSG00000185122	31	12
ENSG00000221883	26	1
