gene	AD	CTL	delta	z_change	perc_AD	perc_CTL	delta_perc	HigherNetwork
ENSG00000197256	2	6	-4	-0.08462422963371578	0.18209952958653133	0.25043327556325823	-0.0683337459767269	Control
ENSG00000119669	1	7	-6	-0.11169299208644234	0.07279029462738301	0.2742015350334241	-0.20141124040604108	Control
ENSG00000103091	1	3	-2	-0.057555467180989243	0.07279029462738301	0.15139886110423373	-0.07860856647685072	Control
ENSG00000012817	1	23	-22	-0.3282430917082547	0.07279029462738301	0.4866303540480317	-0.41384005942064866	Control
ENSG00000204257	1	1	0	-0.030486704728262697	0.07279029462738301	0.03986135181975736	0.03292894280762565	Control
ENSG00000108465	4	18	-14	-0.21996804189734853	0.2896756622926467	0.4371131468185194	-0.14743748452587274	Control
ENSG00000276368	2	33	-31	-0.4500525227455241	0.18209952958653133	0.5590492696211934	-0.3769497400346621	Control
ENSG00000142230	2	149	-147	-2.0200407450036635	0.18209952958653133	0.7869522158950235	-0.6048526863084922	Control
ENSG00000165476	2	3	-1	-0.04402108595462597	0.18209952958653133	0.15139886110423373	0.030700668482297605	Control
ENSG00000139436	2	7	-5	-0.09815861086007906	0.18209952958653133	0.2742015350334241	-0.09210200544689276	Control
ENSG00000183495	1	7	-6	-0.11169299208644234	0.07279029462738301	0.2742015350334241	-0.20141124040604108	Control
ENSG00000099995	2	28	-26	-0.38238061661370776	0.18209952958653133	0.5251299826689775	-0.3430304530824462	Control
ENSG00000181222	2	20	-18	-0.2741055668028016	0.18209952958653133	0.4548155484030701	-0.27271601881653873	Control
ENSG00000103269	1	2	-1	-0.04402108595462597	0.07279029462738301	0.10497647932656598	-0.03218618469918297	Control
ENSG00000273820	2	3	-1	-0.04402108595462597	0.18209952958653133	0.15139886110423373	0.030700668482297605	Control
ENSG00000085872	2	3	-1	-0.04402108595462597	0.18209952958653133	0.15139886110423373	0.030700668482297605	Control
ENSG00000100280	1	15	-14	-0.21996804189734853	0.07279029462738301	0.4067838573904432	-0.3339935627630602	Control
ENSG00000101608	3	26	-23	-0.34177747293461797	0.2442436246595692	0.5118841297350829	-0.26764050507551373	Control
ENSG00000135097	1	7	-6	-0.11169299208644234	0.07279029462738301	0.2742015350334241	-0.20141124040604108	Control
ENSG00000072134	3	1	2	-0.0034179422755361536	0.2442436246595692	0.03986135181975736	0.20438227283981183	AD
ENSG00000172890	1	1	0	-0.030486704728262697	0.07279029462738301	0.03986135181975736	0.03292894280762565	Control
ENSG00000142541	2	10	-8	-0.1387617545391689	0.18209952958653133	0.33473632087150285	-0.1526367912849715	Control
ENSG00000170315	5	4	1	-0.016952323501899427	0.3247090864075266	0.19076504085169596	0.13394404555583064	AD
ENSG00000102904	3	7	-4	-0.08462422963371578	0.2442436246595692	0.2742015350334241	-0.029957910373854896	Control
ENSG00000198785	1	2	-1	-0.04402108595462597	0.07279029462738301	0.10497647932656598	-0.03218618469918297	Control
ENSG00000243679	1	1	0	-0.030486704728262697	0.07279029462738301	0.03986135181975736	0.03292894280762565	Control
ENSG00000134575	1	6	-5	-0.09815861086007906	0.07279029462738301	0.25043327556325823	-0.17764298093587522	Control
ENSG00000075407	2	1	1	-0.016952323501899427	0.18209952958653133	0.03986135181975736	0.14223817776677397	AD
ENSG00000141456	1	4	-3	-0.07108984840735251	0.07279029462738301	0.19076504085169596	-0.11797474622431295	Control
ENSG00000092871	7	1	6	0.05071958262991694	0.3815300817033919	0.03986135181975736	0.34166872988363456	AD
ENSG00000137825	1	8	-7	-0.12522737331280562	0.07279029462738301	0.2948749690517455	-0.22208467442436247	Control
ENSG00000105355	2	29	-27	-0.39591499784007106	0.18209952958653133	0.5324337707353305	-0.3503342411487992	Control
ENSG00000125304	1	26	-25	-0.3688462353873445	0.07279029462738301	0.5118841297350829	-0.4390938351076999	Control
ENSG00000228315	8	20	-12	-0.19289927944462198	0.4022035157217133	0.4548155484030701	-0.05261203268135678	Control
ENSG00000077238	2	9	-7	-0.12522737331280562	0.18209952958653133	0.3161673681604357	-0.1340678385739044	Control
ENSG00000136758	1	33	-32	-0.46358690397188734	0.07279029462738301	0.5590492696211934	-0.4862589749938104	Control
