gene	AD	CTL
ENSG00000137726	190	79
ENSG00000170899	45	21
ENSG00000178567	273	1
ENSG00000083168	71	24
ENSG00000151490	401	226
ENSG00000168135	146	203
ENSG00000099341	75	55
ENSG00000143502	231	137
ENSG00000152954	240	107
ENSG00000211900	27	32
ENSG00000104738	170	117
ENSG00000103415	263	304
ENSG00000111669	32	40
ENSG00000175182	250	309
ENSG00000242419	14	12
ENSG00000119862	228	158
ENSG00000081803	191	126
ENSG00000003402	235	30
ENSG00000261115	192	272
ENSG00000104888	377	334
ENSG00000109756	126	302
ENSG00000004660	386	238
ENSG00000162618	11	29
ENSG00000155093	149	323
ENSG00000134333	118	79
ENSG00000225953	217	69
ENSG00000152784	175	213
ENSG00000144597	118	186
ENSG00000157764	184	171
ENSG00000105223	261	359
ENSG00000104447	81	50
ENSG00000197535	249	397
ENSG00000182934	183	171
ENSG00000188229	195	17
ENSG00000019582	5	33
ENSG00000134504	192	199
ENSG00000150394	385	325
ENSG00000196935	193	40
ENSG00000061938	17	24
ENSG00000253368	318	99
ENSG00000150995	198	225
ENSG00000184672	182	61
ENSG00000060140	430	194
ENSG00000186377	115	47
ENSG00000106123	139	92
ENSG00000245293	12	3
ENSG00000198380	261	105
ENSG00000113594	22	31
ENSG00000115828	313	197
ENSG00000172915	280	565
ENSG00000077080	152	95
ENSG00000164109	230	95
ENSG00000100138	419	368
ENSG00000107104	180	22
ENSG00000062485	273	214
ENSG00000166848	185	143
ENSG00000164332	140	156
ENSG00000137547	157	44
ENSG00000110697	31	114
ENSG00000204314	152	63
ENSG00000172824	21	41
ENSG00000144357	136	165
ENSG00000076826	144	316
ENSG00000023330	79	107
ENSG00000124194	371	276
ENSG00000143155	288	226
ENSG00000133872	129	366
ENSG00000139190	280	69
ENSG00000105605	71	141
ENSG00000181191	217	161
ENSG00000149582	261	262
ENSG00000156113	170	106
ENSG00000145428	370	122
ENSG00000150768	89	195
ENSG00000148082	18	68
ENSG00000115762	295	161
ENSG00000038274	204	298
ENSG00000198794	123	240
ENSG00000083857	19	40
ENSG00000126583	290	200
ENSG00000135631	100	289
ENSG00000172260	165	55
ENSG00000138834	120	219
ENSG00000178965	166	52
ENSG00000138698	167	346
ENSG00000132669	100	63
ENSG00000160716	323	226
ENSG00000168653	21	21
ENSG00000162377	123	344
ENSG00000263874	259	174
ENSG00000122705	67	66
ENSG00000176771	27	2
ENSG00000182836	283	97
ENSG00000273841	113	21
ENSG00000248905	115	103
ENSG00000075415	312	250
ENSG00000155324	76	57
ENSG00000158815	10	20
ENSG00000135423	69	29
ENSG00000070761	242	302
ENSG00000009844	148	331
ENSG00000133985	248	433
ENSG00000144331	87	185
ENSG00000163412	305	346
ENSG00000272031	194	242
ENSG00000100095	260	157
ENSG00000107864	103	64
ENSG00000102978	96	55
ENSG00000196642	6	2
ENSG00000175602	19	56
ENSG00000158195	93	76
ENSG00000184349	23	7
ENSG00000143061	156	201
ENSG00000185479	4	8
ENSG00000135070	212	370
ENSG00000148925	154	500
ENSG00000145555	71	32
ENSG00000134375	165	155
ENSG00000068366	389	289
ENSG00000179841	378	259
ENSG00000144645	181	79
ENSG00000132694	55	153
ENSG00000179222	64	106
ENSG00000171126	113	68
ENSG00000189043	85	38
ENSG00000263503	2	2
ENSG00000183648	4	6
ENSG00000090565	37	185
ENSG00000286214	126	7
ENSG00000069956	111	93
ENSG00000138107	99	49
ENSG00000116478	173	157
ENSG00000174516	259	421
ENSG00000122873	271	150
ENSG00000119865	237	334
ENSG00000171316	227	130
ENSG00000174607	20	10
ENSG00000011083	11	9
ENSG00000160963	86	159
ENSG00000213983	29	30
ENSG00000172037	38	42
ENSG00000103723	61	45
ENSG00000143436	45	4
ENSG00000196814	9	2
ENSG00000142937	18	24
ENSG00000111961	93	76
ENSG00000242265	105	16
ENSG00000166685	53	10
ENSG00000157827	25	2
ENSG00000164853	21	88
ENSG00000160877	31	30
ENSG00000011677	560	360
ENSG00000150093	35	37
ENSG00000148834	105	13
ENSG00000145882	39	12
ENSG00000163950	251	48
ENSG00000113658	65	87
ENSG00000115685	211	446
ENSG00000151067	79	105
ENSG00000128849	70	36
ENSG00000101856	404	321
ENSG00000121957	39	9
ENSG00000204071	85	91
ENSG00000249877	9	54
ENSG00000259153	159	189
ENSG00000123545	160	273
ENSG00000226762	305	104
ENSG00000127220	62	106
ENSG00000105613	41	58
ENSG00000100320	212	172
ENSG00000164619	128	52
ENSG00000198840	4	4
ENSG00000122574	67	6
ENSG00000237190	177	234
ENSG00000179115	224	395
ENSG00000054277	198	3
ENSG00000129116	35	51
ENSG00000007237	392	297
ENSG00000179091	50	57
ENSG00000121905	179	31
ENSG00000122824	283	286
ENSG00000152382	116	192
ENSG00000144711	51	146
ENSG00000173905	18	28
ENSG00000116117	108	41
ENSG00000165629	160	133
ENSG00000174460	402	161
ENSG00000054803	356	286
ENSG00000275342	61	156
ENSG00000129355	207	95
ENSG00000108946	106	159
ENSG00000111490	281	107
ENSG00000048991	33	20
ENSG00000144021	54	148
ENSG00000101365	103	198
ENSG00000143653	88	56
ENSG00000008056	132	70
ENSG00000146535	72	60
ENSG00000149091	52	73
ENSG00000178234	95	101
ENSG00000138442	135	228
ENSG00000005339	15	27
ENSG00000143858	3	3
ENSG00000177542	104	110
ENSG00000186479	127	232
ENSG00000162989	144	153
ENSG00000116199	118	399
ENSG00000188021	467	328
ENSG00000172380	11	61
ENSG00000115825	75	105
ENSG00000067191	295	263
ENSG00000126088	29	23
ENSG00000133026	187	250
ENSG00000163516	17	19
ENSG00000102468	90	15
ENSG00000172602	158	3
ENSG00000119771	33	32
ENSG00000163820	91	62
ENSG00000102678	66	2
ENSG00000179604	80	36
ENSG00000168032	247	105
ENSG00000130881	30	46
ENSG00000105270	101	213
ENSG00000257127	31	71
ENSG00000196961	110	247
ENSG00000160469	63	109
ENSG00000145526	110	36
ENSG00000131263	434	311
ENSG00000142676	9	19
ENSG00000274576	17	71
ENSG00000140262	59	43
ENSG00000251643	10	50
ENSG00000260197	5	23
ENSG00000134343	215	63
ENSG00000095713	113	176
ENSG00000183783	231	174
ENSG00000107954	62	129
ENSG00000150672	38	104
ENSG00000162975	107	232
ENSG00000165886	26	8
ENSG00000103034	269	161
ENSG00000152578	138	88
ENSG00000175606	232	38
ENSG00000185567	148	84
ENSG00000148730	30	57
ENSG00000168496	122	248
ENSG00000137076	74	93
ENSG00000168502	127	215
ENSG00000197324	87	111
ENSG00000139637	234	68
ENSG00000177181	174	178
ENSG00000067992	464	413
ENSG00000103512	119	176
ENSG00000136930	184	75
ENSG00000154582	106	41
ENSG00000174145	110	36
ENSG00000184524	62	119
ENSG00000146386	203	49
ENSG00000151136	78	23
ENSG00000184368	78	12
ENSG00000162783	45	43
ENSG00000272163	106	313
ENSG00000055163	175	126
ENSG00000186732	225	414
ENSG00000162407	4	15
ENSG00000170477	30	110
ENSG00000147642	229	144
ENSG00000074317	92	1
ENSG00000198815	98	90
ENSG00000106133	9	32
ENSG00000140284	238	14
ENSG00000164032	60	61
ENSG00000198492	170	90
