node,degree,pagerank,pagerank_norm,kcore,membership
ENSG00000243501,3,0.00571638116425672,0.00778578973815595,3,1
ENSG00000126895,4,0.00734834417980349,0.0480893527715645,3,6
ENSG00000278062,4,0.00745070237354283,0.050617228632757,3,3
ENSG00000111358,9,0.0149616018778831,0.236109184471814,3,2
ENSG00000143867,5,0.00870991130301748,0.0817151187061474,3,2
ENSG00000153976,3,0.00557505657452283,0.00429558533018293,3,1
ENSG00000277196,4,0.00726394563451288,0.0460050150398615,3,1
ENSG00000100099,5,0.00865376310610919,0.0803284620406792,3,4
ENSG00000172183,4,0.00708598365116588,0.0416099999904713,3,6
ENSG00000276600,4,0.00743048732538365,0.0501179903167255,3,5
ENSG00000292297,3,0.00549366370116325,0.00228547678564634,3,3
ENSG00000143845,5,0.00901849293290436,0.0893359649217899,3,6
ENSG00000115263,4,0.00769147407676962,0.0565634157860306,3,1
ENSG00000255641,3,0.00582021787862557,0.0103501796923884,3,6
ENSG00000186998,4,0.00736517903663007,0.048505112630584,3,6
ENSG00000181472,3,0.00582398362745896,0.010443180020232,3,6
ENSG00000176386,4,0.00705522361049156,0.0408503386339224,3,1
ENSG00000106771,3,0.00573873171492794,0.00833776721511306,3,5
ENSG00000274183,4,0.00754412445493149,0.0529244149538259,3,3
ENSG00000129873,3,0.00540112067751113,0,3,4
ENSG00000292211,3,0.00569707678791355,0.00730904171056236,3,2
ENSG00000173660,4,0.00717109084329238,0.0437118387268827,3,5
ENSG00000155659,3,0.00573719583969597,0.00829983667156932,3,5
ENSG00000185658,3,0.00579417383829545,0.00970698642692212,3,3
ENSG00000128886,3,0.005917482821487,0.012752270743602,3,6
ENSG00000288431,3,0.0061403935198575,0.0182573559060783,3,1
ENSG00000180964,4,0.00751006590954967,0.0520832925034115,3,4
ENSG00000162909,3,0.00579734278062446,0.00978524780030498,3,4
ENSG00000180318,3,0.00553455363728791,0.00329530979186808,3,4
ENSG00000174343,4,0.00727775285804908,0.0463460033458501,3,2
ENSG00000205643,4,0.00713968352233103,0.0429361918966436,3,1
ENSG00000181291,3,0.00584530560782526,0.0109697555440054,3,1
ENSG00000156697,3,0.00582059314080145,0.0103594473060631,3,5
ENSG00000290147,4,0.0071544744326347,0.0433014736953524,3,1
ENSG00000288208,3,0.00603693483066647,0.0157023018016397,3,5
ENSG00000163131,3,0.00560868506987544,0.00512608710580591,3,1
ENSG00000237190,3,0.00558715383082979,0.00459434365218778,3,4
ENSG00000116353,3,0.00589180802880317,0.0121181965547604,3,2
ENSG00000134627,3,0.00584968499991623,0.0110779106330024,3,1
ENSG00000117834,3,0.00592894030905868,0.0130352290999804,3,3
ENSG00000134216,3,0.00574874544124621,0.00858506990887697,3,6
ENSG00000155816,3,0.00563501861277687,0.00577643003399111,3,1
ENSG00000276022,3,0.00548846552572561,0.00215710071988145,3,6
