node,degree,pagerank,pagerank_norm,kcore,membership_infomap
ENSG00000155903,23,0.033800622982457,0.858930488709665,3,1
ENSG00000120837,21,0.0314164980377672,0.786796638745217,3,1
ENSG00000189306,21,0.0319266041101957,0.802230357928629,3,1
ENSG00000267140,10,0.0157959206772362,0.314181985644813,3,1
ENSG00000138600,19,0.0284305739534851,0.696454813170776,3,1
ENSG00000196277,25,0.0384631682502925,1,3,1
ENSG00000169288,16,0.0248032979433008,0.586708306771835,3,1
ENSG00000109854,23,0.0352257918896438,0.902050259069846,3,1
ENSG00000170085,9,0.0142594153846971,0.267693632553899,3,1
ENSG00000177105,6,0.00986047387575692,0.134599690680161,3,1
ENSG00000126903,6,0.00983249684489885,0.133753220384692,3,1
ENSG00000130338,15,0.0240591701940543,0.564194050739206,3,1
ENSG00000138767,11,0.017730811265325,0.372723845076167,3,1
ENSG00000213934,5,0.00832907532835955,0.0882658467682569,3,1
ENSG00000292275,6,0.00991635176587472,0.136290326630708,3,1
ENSG00000187778,8,0.0135258330736756,0.245498438263576,3,1
ENSG00000235568,5,0.00853010234264377,0.0943481003512652,3,1
ENSG00000204344,10,0.0166449856656541,0.339871212470367,3,1
ENSG00000131969,7,0.011410474411522,0.181496354523524,3,1
ENSG00000281022,12,0.0194934898328188,0.426055274541031,3,1
ENSG00000131374,5,0.00836528354739295,0.089361359084024,3,1
ENSG00000291657,3,0.00547487891612791,0.00190956069040222,3,1
ENSG00000089177,5,0.00859685774710674,0.0963678453065674,3,1
ENSG00000124126,8,0.0131857475995,0.235208845587692,3,1
ENSG00000269791,6,0.010231454780382,0.145824052462669,3,1
ENSG00000148516,6,0.0104268184057941,0.15173495510868,3,1
ENSG00000180251,4,0.00700026155806834,0.0480613879581717,3,1
ENSG00000115216,5,0.00862485790759924,0.0972150154099821,3,1
ENSG00000142686,4,0.0068230426246247,0.0426994693287155,3,1
ENSG00000060339,4,0.00714313952731066,0.0523842897505068,3,1
ENSG00000215269,7,0.0120270870038712,0.200152524503949,3,1
ENSG00000178750,6,0.0102182000014124,0.145423017173123,3,1
ENSG00000148331,5,0.00852605770553068,0.0942257262083637,3,1
ENSG00000198721,9,0.0149500086544546,0.288588154637608,3,1
ENSG00000048342,5,0.00859929953413722,0.0964417237749313,3,1
ENSG00000285074,6,0.0105894517052513,0.156655572230027,3,1
ENSG00000206401,5,0.00885900092010454,0.104299223379829,3,1
ENSG00000181754,4,0.00727087969892006,0.0562491838257222,3,1
ENSG00000211448,3,0.00595706025507328,0.0164983918825809,3,1
ENSG00000057252,4,0.00707370982688021,0.0502836315592985,3,1
ENSG00000131016,4,0.00728247560570787,0.0566000284416039,3,1
ENSG00000149091,6,0.0101863538210625,0.144459482270972,3,1
ENSG00000078549,8,0.0135339637981201,0.245744440663107,3,1
ENSG00000286140,3,0.00580802522507608,0.011989202665292,3,1
ENSG00000155368,4,0.00745886430899312,0.0619368277090003,3,1
ENSG00000092439,5,0.00874162948993136,0.100748044926249,3,1
ENSG00000196616,6,0.0105517121538843,0.155513728073705,3,1
ENSG00000149633,4,0.00736374584625745,0.0590589328507186,3,1
ENSG00000100095,4,0.00736401083948007,0.0590669504596132,3,1
ENSG00000112855,3,0.00570136707114086,0.008762164044441,3,1
ENSG00000291720,6,0.010193940484546,0.144689023615551,3,1
ENSG00000171824,4,0.00731715354509532,0.0576492407668314,3,1
ENSG00000291387,3,0.0058089941442106,0.01201851818738,3,1
ENSG00000223885,5,0.00882165674244201,0.103169341611445,3,1
ENSG00000101220,8,0.0135722003585493,0.246901322276758,3,1
ENSG00000167216,3,0.00581894484161886,0.01231958551,3,1
ENSG00000107438,3,0.00586630038229256,0.013752370093522,3,1
ENSG00000243501,5,0.00884641712520755,0.103918489318426,3,1
ENSG00000126895,7,0.0119399817045125,0.197517075129098,3,1
ENSG00000278062,5,0.00903458939253589,0.109611810941173,3,1
ENSG00000111358,3,0.00553713479381019,0.00379316840573656,3,1
ENSG00000143867,3,0.00547470252411365,0.00190422379095841,3,1
ENSG00000153976,3,0.00542700932178692,0.000461222949654799,3,1
ENSG00000277196,3,0.00565720134091881,0.00742589005238212,3,1
ENSG00000100099,3,0.00552378338707302,0.00338920955595467,3,1
ENSG00000172183,4,0.00726727545400198,0.0561401341457822,3,1
ENSG00000276600,3,0.00562979902480155,0.00659680826961604,3,1
ENSG00000292297,3,0.00541176525620776,0,3,1
ENSG00000143845,3,0.00587859989849297,0.0141245030466258,3,1
ENSG00000115263,3,0.00558467688552237,0.00523159725914061,3,1
ENSG00000255641,3,0.00576205899037459,0.0105984527866948,3,1
ENSG00000186998,3,0.00585164514078615,0.0133089625471303,3,1
ENSG00000181472,3,0.00548448755858672,0.00220027883209599,3,1
ENSG00000176386,5,0.00896308691731339,0.107448439079612,3,1
ENSG00000106771,3,0.00576837918154955,0.0107896758696027,3,1
ENSG00000274183,4,0.00748105005225656,0.0626080773762961,3,1
ENSG00000129873,4,0.00729856971440612,0.0570869702123097,3,1
ENSG00000292211,3,0.00559429752986295,0.00552267852858956,3,1
ENSG00000173660,3,0.00591809033279594,0.0153193217449436,3,1
ENSG00000155659,3,0.00574629627803381,0.0101215377116041,3,1
ENSG00000185658,4,0.00726149743654018,0.0559653150174431,3,1
ENSG00000128886,3,0.00559244726617089,0.0054666971322053,3,1
ENSG00000288431,3,0.00542043940577706,0.000262444216690198,3,1
ENSG00000180964,3,0.00574864159752584,0.0101924974676072,3,1
ENSG00000162909,4,0.0073700178581717,0.0592486982266506,3,1
ENSG00000180318,3,0.00588750002042338,0.0143937842608605,3,1
ENSG00000174343,3,0.00578582177718103,0.0113174173284025,3,1
ENSG00000205643,4,0.0076267140613223,0.067015273315658,3,1
ENSG00000181291,4,0.00737928436183194,0.0595290646504872,3,1
ENSG00000156697,3,0.00578720103671741,0.0113591480693525,3,1
ENSG00000290147,3,0.00589040793141998,0.0144817657301229,3,1
ENSG00000288208,3,0.00582902097343613,0.0126244479637686,3,1
ENSG00000163131,3,0.00587090912880319,0.0138918118749029,3,1
ENSG00000237190,3,0.00565945873348402,0.00749418949993111,3,1
ENSG00000116353,4,0.00779153161518643,0.0720019770236252,3,1
ENSG00000134627,3,0.00586290022609423,0.0136494953018246,3,1
ENSG00000117834,3,0.00584829898959216,0.0132077217255355,3,1
ENSG00000134216,3,0.00574521156085795,0.01008871861536,3,1
ENSG00000155816,3,0.00617736288870498,0.0231638467097521,3,1
ENSG00000276022,3,0.00559484091819909,0.00553911923267216,3,1
