gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000224243	0.20342755479304309	8.380092950866413	1.882953924659722	0.06164887813622276	0.15828055929690546	-4.526805629363893
ENSG00000260526	-0.10592093668453018	6.5835645839478305	-1.882885373567063	0.06165707974790533	0.15828055929690546	-4.526922056227599
ENSG00000178338	0.08796758852276376	8.694396122940969	1.8828501313743045	0.061661891934625554	0.15828055929690546	-4.526984730051937
ENSG00000118733	-0.4301315346611805	9.625035580150751	-1.8827448363056085	0.06167742944405603	0.15830262585309315	-4.527177459492856
ENSG00000114744	-0.07333241557488002	9.623936098261112	-1.8826234345886814	0.06169285402155666	0.15832439762232953	-4.527387855188948
ENSG00000185112	0.13272937628633485	9.051436187888008	1.882327303061935	0.06173447727624343	0.15841339145356478	-4.527919857843216
ENSG00000287225	-0.24000361216074761	7.85472842684586	-1.8819899779976006	0.061780598424922686	0.15851390575736435	-4.528519526929584
ENSG00000156253	-0.1378642808883761	8.978625585222916	-1.881928817295916	0.06178896377476144	0.1585175361992108	-4.528628242498837
ENSG00000167705	0.10403261984315293	8.906493738086331	1.8816749666085095	0.061822942072923485	0.1585868676028755	-4.529075887876816
ENSG00000134242	0.1721751095174926	3.9133013398514653	1.881484563727804	0.06184859694301446	0.15863483473676682	-4.529412361089619
ENSG00000118194	0.4528711561954344	6.743552238415769	1.8813805798696086	0.06186399209541464	0.1586513946249451	-4.529602606043387
ENSG00000196235	-0.057825037390099254	12.41909321973261	-1.8813357934396424	0.06186896583479905	0.1586513946249451	-4.529676735442822
ENSG00000106299	-0.1284106463120036	12.236821942538922	-1.8812567938628126	0.06188094320345846	0.15866426887479224	-4.529822569263743
ENSG00000281207	0.2033711076588114	5.189292310887995	1.8810116216082422	0.06191406333313783	0.1587313446986145	-4.530256004497007
ENSG00000153233	-0.3499904785029466	8.221964844000784	-1.8808010368296388	0.061943387494432345	0.15878867467522967	-4.53063231414803
ENSG00000287593	-0.3596820389951976	4.711031540083744	-1.8806704096084053	0.06196129473074116	0.15881672835738522	-4.530864365486233
ENSG00000256612	-0.2009206374153356	6.598773257218897	-1.8805832256929813	0.06197324888130772	0.15882951873648557	-4.531019233888302
ENSG00000277692	-0.2221882077432209	5.356188210712214	-1.8803457514475796	0.062005819743114844	0.1588951383012607	-4.5314410345694505
ENSG00000105854	0.186178690354609	12.932552316479226	1.8799476285031094	0.062060456531499796	0.158984457551667	-4.532148064974591
ENSG00000105982	0.10324848273024934	5.8090851381902855	1.8799087725106318	0.062064631492394114	0.158984457551667	-4.532211632251576
ENSG00000141298	0.12012353477475379	10.565419514527555	1.8799142515887193	0.0620650388721804	0.158984457551667	-4.532207332885857
ENSG00000165410	-0.19239567767574073	12.275626033046157	-1.8798886178467358	0.0620685583391083	0.158984457551667	-4.53225285044412
ENSG00000185115	-0.09029154607339684	9.292042229215525	-1.879712173208131	0.06209162865187495	0.1590256905854365	-4.532560719031353
ENSG00000226853	-0.16354163201532046	4.541346570642482	-1.8794347150404291	0.06212974610812647	0.15910544795509102	-4.5330533217512095
ENSG00000130935	0.06988101487959142	9.778158488713286	1.8792099107164808	0.06216064427029906	0.15915764936367274	-4.533452391404925
ENSG00000286885	-0.17525348403137375	5.332157630246309	-1.8791865174507871	0.06216408736491414	0.15915764936367274	-4.533494976503458
ENSG00000137142	-0.24681939955610677	7.462837690022444	-1.8787525026221408	0.062224712528939984	0.15929498469497522	-4.534269644502237
ENSG00000270321	-0.29677303900794794	4.256933632980859	-1.8785351200360063	0.062254628222465656	0.15935368191579957	-4.53465540256119
ENSG00000250686	-0.2516226322124906	5.428683909083452	-1.8783646576363053	0.0622780952734922	0.15939586117187032	-4.5349578682884815
ENSG00000171509	-0.3915449889886098	9.00944795833197	-1.8781724342931998	0.062304566955372655	0.15944572021445064	-4.535298914932839
ENSG00000226287	-0.16926116213233922	8.097608925864769	-1.8780758646901528	0.062317869407103654	0.15945413087593616	-4.53547023818585
ENSG00000167996	-0.13714936266571165	13.356410910358882	-1.8780470695503744	0.06232183639356754	0.15945413087593616	-4.53552132175772
ENSG00000252061	-0.2140522185382121	4.5872371497784465	-1.8777873139671133	0.06235696182526001	0.15952610525504263	-4.535978994048312
ENSG00000268401	-0.20593245210508648	7.20948982264034	-1.8777259911555095	0.06236608432141161	0.15953154835334618	-4.536090875397054
ENSG00000108306	0.07898084383543313	11.025924681023008	1.8774193263504282	0.062407209352726874	0.15961884307588223	-4.536629390274674
ENSG00000146376	0.1309239622928695	7.32039510828413	1.8771268919392214	0.06244755535216202	0.15970412591576127	-4.537147977006291
ENSG00000235538	0.30051597483004766	4.910612555045938	1.8770457067448663	0.06245992128178389	0.15971784108909576	-4.5372973100567995
ENSG00000188693	-0.1808041111960863	4.011739424810124	-1.8764830957889453	0.06253645411297197	0.1598956175958018	-4.53828937780563
ENSG00000248673	-0.3859054439497287	4.742649321772564	-1.8762459404066523	0.06257039013578852	0.15996151763077796	-4.538715104854894
ENSG00000204789	-0.26170683315407395	10.045885392071806	-1.8762035092971183	0.062576255548814	0.15996151763077796	-4.5387903090116595
ENSG00000164430	0.17968878139261424	6.2809757725455695	1.8754887057625835	0.0626747218716315	0.16019526860095257	-4.540055071172411
ENSG00000157483	0.22354517369530846	10.1710180552751	1.875427800684719	0.06268356566186026	0.16019991954841403	-4.540164875966852
ENSG00000165125	-0.19883979964135357	8.67576098840718	-1.8751666058154888	0.06271973345513021	0.16027439337940108	-4.54062759526703
ENSG00000182836	-0.29747851785766066	9.667131437375435	-1.874949735154792	0.0627497768934858	0.16033320206248386	-4.5410117454632015
ENSG00000183250	-0.18791354650143965	7.605794255522475	-1.8748169721285917	0.06276817469739292	0.16036224491132972	-4.541246892137731
ENSG00000106829	0.16905483910780283	11.07523237336773	1.8746981970678143	0.06278463791903514	0.16038633927189005	-4.541457250226658
ENSG00000197694	0.08401518331850077	14.251024666504447	1.8744828649347869	0.06281333123014704	0.16044166708096802	-4.541833253803264
ENSG00000143498	0.10132001585596928	6.9270357224666235	1.874309395069675	0.06283739154273979	0.16047651457445966	-4.542140426567107
ENSG00000100034	0.0720814866855779	10.948788972187582	1.8742830471306322	0.06284104668147933	0.16047651457445966	-4.542187079963856
ENSG00000256443	0.3714570576200229	7.0461026456038205	1.8741172814573985	0.06286520966281567	0.16049293222257527	-4.542485905414501
ENSG00000185860	0.321665812511962	4.402646375825758	1.8741041938081222	0.06286702588565778	0.16049293222257527	-4.5425090768471446
ENSG00000253641	0.21331293476791835	7.409068901609464	1.8740929470007124	0.0628685866828819	0.16049293222257527	-4.542528988981389
ENSG00000104728	0.25138130090483113	7.843322500727333	1.8739525608508503	0.06288807176245857	0.1605110356474237	-4.542777528861907
ENSG00000111816	0.22946643296915337	7.196246239192521	1.8739404439229699	0.06288975378372334	0.1605110356474237	-4.542798979860617
ENSG00000101639	0.17099383081818686	10.028943856768006	1.8737846788478985	0.06291137978584223	0.16054826438130287	-4.543074724168492
ENSG00000119760	-0.0534143103073621	11.009536726223454	-1.8737100646966898	0.06292057804788227	0.1605537730519189	-4.543201485935885
ENSG00000007174	0.15504425997213378	7.936781502260422	1.8729417089226243	0.06302852321511263	0.16081122373498977	-4.544566619367734
ENSG00000144369	0.18268581776892567	13.938210506939228	1.8728416864185462	0.0630424349346803	0.16082869278140102	-4.544743597599274
ENSG00000090861	0.09797998751186299	13.157475039613027	1.872782722464788	0.06304947350192952	0.16082869278140102	-4.544842623293657
ENSG00000167699	-0.09320779093036435	10.938590361319402	-1.8726690987984602	0.06306595558161883	0.16085274535338634	-4.545046720072238
ENSG00000181481	0.15576685549414648	8.337733518609259	1.8725508183230615	0.06308290515252092	0.1608779847717259	-4.545258203843668
ENSG00000165511	0.09893854680438086	6.6204323430822285	1.8722052265457692	0.06312985358245383	0.16097971496590166	-4.5458642391996715
ENSG00000122729	0.09329449044141214	10.316341020615235	1.8719244083148152	0.06316958875590309	0.16106303082793536	-4.546363715699235
ENSG00000172336	-0.12971428058861356	9.927907464551007	-1.871821915005116	0.06318441712029099	0.16108283045634658	-4.546547451234403
ENSG00000226887	0.21884465126649122	5.1955488946337685	1.87167653767944	0.06320461583806326	0.16111631534801707	-4.546804240778768
