gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000157833	0.4333069252419399	10.270391317816857	6.084321238628946	2.925690361541546e-9	3.9551078195992536e-5	10.666441085217137
ENSG00000087116	0.6564664514402363	7.62468753986525	5.96161229644091	5.866961973186857e-9	3.9551078195992536e-5	10.024049127027105
ENSG00000166535	0.4988608108002346	7.460085444569881	5.871300268478845	9.633368190978619e-9	3.9551078195992536e-5	9.566254241565442
ENSG00000088836	0.5868324143817292	6.843954763256802	5.866845409310663	9.884247626060114e-9	3.9551078195992536e-5	9.542575960358118
ENSG00000112139	0.39529420351126454	8.848016179045356	5.8062905523694015	1.376485326272471e-8	3.9551078195992536e-5	9.237082073309523
ENSG00000281327	0.7373595653459271	5.392426965612194	5.796179614187712	1.4556051403491016e-8	3.9551078195992536e-5	9.185571755431301
ENSG00000249577	0.5449435949603725	4.842387614107442	5.77985538715736	1.5902277271259504e-8	3.9551078195992536e-5	9.103995212096976
ENSG00000114126	0.3031530974704548	10.259929315629249	5.757439863778424	1.796551360254033e-8	3.9551078195992536e-5	8.991537844371774
ENSG00000269935	0.41783595600002243	6.707282399470419	5.671979687261299	2.850674998760052e-8	5.578454230906893e-5	8.566110252380572
ENSG00000121966	0.7631037177647988	6.231324978431494	5.543336058674948	5.677436727173976e-8	9.766680452525594e-5	7.932008351301236
ENSG00000179954	0.3615786681613926	7.225942822386172	5.52890896652648	6.100016180886983e-8	9.766680452525594e-5	7.865766486278269
ENSG00000120594	0.47226214550358137	10.365145716689346	5.501451427054384	7.068006943261629e-8	1.0373478190393652e-4	7.730409076511136
ENSG00000160991	0.3320868820022582	10.346066930321468	5.461443055682777	8.685764071645455e-8	1.0968763161768626e-4	7.540721634367899
ENSG00000086159	0.5919730651386921	5.3487899383516195	5.4607057695869115	8.719207600769973e-8	1.0968763161768626e-4	7.537188009042409
ENSG00000178104	0.30897414548332414	12.793580483962085	5.43848025581041	9.788245069829085e-8	1.149270481132199e-4	7.430855597890006
ENSG00000108932	-0.5595429405777219	6.997126148392602	-5.4061895504954425	1.1592129778596964e-7	1.202775070451643e-4	7.275469760263223
ENSG00000111087	0.7640662977246038	5.793426179489182	5.404927697051947	1.168491500986239e-7	1.202775070451643e-4	7.2682133876405315
ENSG00000079432	0.2666766304025874	12.144964548984715	5.394486010759164	1.2292727270116724e-7	1.202775070451643e-4	7.221456315888205
ENSG00000188783	0.39749793592220506	10.05053890912447	5.37902783637517	1.3323539823306612e-7	1.235022017726716e-4	7.147505950916542
ENSG00000140678	0.5738271204294572	7.485731531175527	5.26904318282738	2.3423873888448148e-7	2.018667279437888e-4	6.629511872610206
ENSG00000196323	0.26794200632304843	11.31772041688942	5.256966794335562	2.4819691101323635e-7	2.018667279437888e-4	6.5762191588060235
ENSG00000164684	0.2822116680706177	11.084698644428078	5.250244665799599	2.5677402913096944e-7	2.018667279437888e-4	6.5450428730736645
ENSG00000285230	-0.533332685701148	5.917010744034692	-5.2450312399167105	2.636233671761948e-7	2.018667279437888e-4	6.520887188633508
ENSG00000261616	0.33110600962831693	6.246980767682149	5.221614173241756	2.966363700077632e-7	2.1768165619069692e-4	6.412640397820925
ENSG00000251442	0.4193759365534415	7.89119826938969	5.189561646606262	3.4847715684600975e-7	2.4549518745487696e-4	6.264927170077471
ENSG00000205929	0.6207346979067392	4.0586609732058	5.160414270077526	4.0296984680153885e-7	2.7296557468725776e-4	6.131699041210884
ENSG00000164010	0.31215355819765556	7.652739863125671	5.133268590464097	4.6119458107844574e-7	3.008355171093921e-4	6.007995501442507
